,date,time,temp,hum,wind,condition
0,1/12022,12:00 AM,66,21,8,Fair
1,1/12022,1:00 AM,68,17,9,Fair
2,1/12022,2:00 AM,68,16,10,Fair
3,1/12022,3:00 AM,68,15,9,Fair
4,1/12022,4:00 AM,64,18,9,Fair
5,1/12022,5:00 AM,64,18,10,Fair
6,1/12022,6:00 AM,64,18,12,Fair
7,1/12022,7:00 AM,63,19,13,Fair
8,1/12022,8:00 AM,63,20,12,Fair
9,1/12022,9:00 AM,63,20,9,Fair
10,1/12022,10:00 AM,64,19,9,Fair
11,1/12022,11:00 AM,66,19,12,Fair
12,1/12022,12:00 PM,72,17,14,Fair
13,1/12022,1:00 PM,77,16,13,Fair
14,1/12022,2:00 PM,79,15,13,Fair
15,1/12022,3:00 PM,82,12,12,Fair
16,1/12022,4:00 PM,84,12,10,Fair
17,1/12022,5:00 PM,84,11,9,Fair
18,1/12022,6:00 PM,84,11,10,Fair
19,1/12022,7:00 PM,79,20,9,Fair
20,1/12022,8:00 PM,75,19,10,Fair
21,1/12022,9:00 PM,72,25,15,Fair
22,1/12022,10:00 PM,70,25,15,Fair
23,1/12022,11:00 PM,68,21,16,Fair
24,2/12022,12:00 AM,66,26,13,Fair
25,2/12022,1:00 AM,64,24,12,Fair
26,2/12022,2:00 AM,64,19,12,Fair
27,2/12022,3:00 AM,64,19,12,Fair
28,2/12022,4:00 AM,63,20,10,Fair
29,2/12022,5:00 AM,63,22,9,Fair
30,2/12022,6:00 AM,63,24,12,Fair
31,2/12022,7:00 AM,63,26,10,Fair
32,2/12022,8:00 AM,61,27,12,Fair
33,2/12022,9:00 AM,61,27,9,Fair
34,2/12022,10:00 AM,63,27,8,Fair
35,2/12022,11:00 AM,66,28,14,Fair
36,2/12022,12:00 PM,70,28,16,Fair
37,2/12022,1:00 PM,75,25,17,Fair
38,2/12022,2:00 PM,79,23,16,Fair
39,2/12022,3:00 PM,81,20,16,Fair
40,2/12022,4:00 PM,82,17,14,Fair
41,2/12022,5:00 PM,82,15,14,Fair
42,2/12022,6:00 PM,82,16,12,Fair
43,2/12022,7:00 PM,79,17,12,Fair
44,2/12022,8:00 PM,73,33,9,Fair
45,2/12022,9:00 PM,0,0,14,Fair
46,2/12022,10:00 PM,66,40,16,Fair
47,2/12022,11:00 PM,64,45,18,Fair
48,3/12022,12:00 AM,63,52,16,Fair
49,3/12022,1:00 AM,63,52,16,Fair
50,3/12022,2:00 AM,61,45,15,Fair
51,3/12022,3:00 AM,61,42,12,Fair
52,3/12022,5:00 AM,61,39,8,Fair
53,3/12022,6:00 AM,61,39,9,Fair
54,3/12022,7:00 AM,59,42,6,Fair
55,3/12022,8:00 AM,59,39,6,Fair
56,3/12022,9:00 AM,59,39,7,Fair
57,3/12022,10:00 AM,63,34,12,Fair
58,3/12022,11:00 AM,66,30,12,Fair
59,3/12022,12:00 PM,72,23,14,Fair
60,3/12022,1:00 PM,73,20,14,Fair
61,3/12022,2:00 PM,75,19,15,Fair
62,3/12022,3:00 PM,77,17,13,Fair
63,3/12022,4:00 PM,79,15,10,Fair
64,3/12022,5:00 PM,79,14,13,Fair
65,3/12022,6:00 PM,77,14,10,Fair
66,3/12022,7:00 PM,77,14,8,Fair
67,3/12022,8:00 PM,73,15,5,Fair
68,3/12022,9:00 PM,68,33,14,Fair
69,3/12022,10:00 PM,64,37,16,Fair
70,3/12022,11:00 PM,63,42,21,Fair / Windy
71,4/12022,12:00 AM,63,63,18,Fair
72,4/12022,1:00 AM,61,68,18,Fair
73,4/12022,2:00 AM,59,72,16,Fair
74,4/12022,3:00 AM,61,59,16,Fair
75,4/12022,4:00 AM,57,59,5,Fair
76,4/12022,5:00 AM,57,55,7,Fair
77,4/12022,6:00 AM,57,55,7,Fair
78,4/12022,7:00 AM,55,51,12,Fair
79,4/12022,8:00 AM,55,44,9,Fair
80,4/12022,9:00 AM,55,44,9,Fair
81,4/12022,10:00 AM,57,41,8,Fair
82,4/12022,11:00 AM,61,36,10,Fair
83,4/12022,12:00 PM,68,24,13,Fair
84,4/12022,1:00 PM,72,22,9,Fair
85,4/12022,2:00 PM,77,16,12,Fair
86,4/12022,3:00 PM,77,14,13,Fair
87,4/12022,4:00 PM,79,13,14,Fair
88,4/12022,5:00 PM,81,11,14,Fair
89,4/12022,6:00 PM,79,11,15,Fair
90,4/12022,7:00 PM,75,21,10,Fair
91,4/12022,8:00 PM,72,25,14,Fair
92,4/12022,9:00 PM,66,40,14,Fair
93,4/12022,10:00 PM,63,72,13,Fair
94,4/12022,11:00 PM,61,94,14,Fair
95,5/12022,12:00 AM,61,100,14,Fair
96,5/12022,1:00 AM,61,100,15,Fair
97,5/12022,2:00 AM,59,100,15,Fair
98,5/12022,3:00 AM,57,100,14,Fair
99,5/12022,4:00 AM,57,100,10,Fair
100,5/12022,5:00 AM,57,100,12,Fair
101,5/12022,6:00 AM,57,100,10,Partly Cloudy
102,5/12022,7:00 AM,55,100,12,Partly Cloudy
103,5/12022,8:00 AM,55,100,10,Fair
104,5/12022,9:00 AM,54,100,8,Fair
105,5/12022,10:00 AM,57,100,7,Fair
106,5/12022,11:00 AM,61,100,9,Fair
107,5/12022,12:00 PM,66,88,13,Partly Cloudy
108,5/12022,1:00 PM,68,73,16,Mostly Cloudy
109,5/12022,2:00 PM,72,53,18,Mostly Cloudy
110,5/12022,3:00 PM,70,56,17,Partly Cloudy
111,5/12022,4:00 PM,70,56,22,Mostly Cloudy / Windy
112,5/12022,5:00 PM,68,60,24,Mostly Cloudy / Windy
113,5/12022,6:00 PM,68,56,21,Mostly Cloudy / Windy
114,5/12022,7:00 PM,66,52,18,Mostly Cloudy
115,5/12022,8:00 PM,64,56,17,Mostly Cloudy
116,5/12022,9:00 PM,63,32,17,Mostly Cloudy
117,5/12022,10:00 PM,63,32,15,Mostly Cloudy
118,5/12022,11:00 PM,63,32,7,Mostly Cloudy
119,6/12022,12:00 AM,63,72,10,Mostly Cloudy
120,6/12022,1:00 AM,63,77,13,Mostly Cloudy
121,6/12022,2:00 AM,63,63,14,Mostly Cloudy
122,6/12022,3:00 AM,61,68,13,Mostly Cloudy
123,6/12022,4:00 AM,61,68,13,Mostly Cloudy
124,6/12022,5:00 AM,59,77,12,Mostly Cloudy
125,6/12022,6:00 AM,59,72,9,Partly Cloudy
126,6/12022,7:00 AM,61,72,12,Mostly Cloudy
127,6/12022,8:00 AM,59,77,13,Fair
128,6/12022,9:00 AM,59,82,13,Fair
129,6/12022,2:00 PM,68,52,30,Fair / Windy
130,6/12022,3:00 PM,70,46,30,Sand / Windy
131,6/12022,3:35 PM,70,49,26,Fair / Windy
132,6/12022,4:00 PM,68,56,25,Partly Cloudy / Windy
133,6/12022,5:00 PM,68,56,26,Partly Cloudy / Windy
134,6/12022,6:00 PM,66,64,28,Mostly Cloudy / Windy
135,6/12022,7:00 PM,64,64,23,Mostly Cloudy / Windy
