,date,time,temp,hum,wind,condition
0,1/52022,3:00 AM,64,94,12,Partly Cloudy
1,1/52022,4:00 AM,64,94,9,Partly Cloudy
2,1/52022,5:00 AM,63,94,12,Mostly Cloudy
3,1/52022,6:00 AM,63,94,15,Mostly Cloudy
4,1/52022,7:00 AM,63,94,15,Mostly Cloudy
5,1/52022,8:00 AM,63,94,14,Mostly Cloudy
6,1/52022,9:00 AM,64,94,16,Partly Cloudy
7,1/52022,10:00 AM,68,94,17,Fair
8,1/52022,11:00 AM,73,73,16,Fair
9,1/52022,12:00 PM,77,50,15,Fair
10,1/52022,1:00 PM,82,39,14,Fair
11,1/52022,4:00 PM,82,45,21,Fair / Windy
12,1/52022,5:00 PM,82,42,21,Fair / Windy
13,1/52022,6:00 PM,79,44,23,Fair / Windy
14,1/52022,7:00 PM,75,47,22,Fair / Windy
15,1/52022,8:00 PM,73,57,21,Fair / Windy
16,1/52022,9:00 PM,68,78,23,Fair / Windy
17,1/52022,10:00 PM,66,100,24,Fair / Windy
18,1/52022,11:00 PM,64,100,23,Fair / Windy
19,1/52022,12:00 AM,64,100,18,Fair
20,2/52022,1:00 AM,63,100,20,Fair
21,2/52022,2:00 AM,63,100,20,Fair
22,2/52022,3:00 AM,63,100,18,Partly Cloudy
23,2/52022,4:00 AM,63,100,20,Mostly Cloudy
24,2/52022,5:00 AM,63,100,17,Fair
25,2/52022,6:00 AM,61,100,15,Partly Cloudy
26,2/52022,7:00 AM,63,100,17,Mostly Cloudy
27,2/52022,8:00 AM,63,100,21,Mostly Cloudy / Windy
28,2/52022,9:00 AM,64,94,22,Mostly Cloudy / Windy
29,2/52022,10:00 AM,68,83,20,Fair
30,2/52022,11:00 AM,72,64,21,Fair / Windy
31,2/52022,12:00 PM,75,50,21,Fair / Windy
32,2/52022,1:00 PM,77,44,24,Fair / Windy
33,2/52022,2:00 PM,79,42,23,Fair / Windy
34,2/52022,3:00 PM,81,39,23,Fair / Windy
35,2/52022,4:00 PM,81,37,24,Fair / Windy
36,2/52022,5:00 PM,79,39,24,Fair / Windy
37,2/52022,6:00 PM,75,47,24,Fair / Windy
38,2/52022,7:00 PM,73,53,15,Fair
39,2/52022,8:00 PM,68,68,22,Fair / Windy
40,2/52022,9:00 PM,64,88,21,Mostly Cloudy / Windy
41,2/52022,10:00 PM,64,88,21,Mostly Cloudy / Windy
