ind,date,time,temp,hum,wind,condition
55,7/3/2022,7:00 AM,64,100,9,Fair
56,7/3/2022,8:00 AM,64,100,14,Fair
57,7/3/2022,9:00 AM,68,100,18,Fair
58,7/3/2022,10:00 AM,72,88,22,Mostly Cloudy / Windy
59,7/3/2022,11:00 AM,73,78,23,Mostly Cloudy / Windy
60,7/3/2022,12:00 PM,77,54,23,Fair / Windy
61,7/3/2022,1:00 PM,81,48,23,Fair / Windy
62,7/3/2022,2:00 PM,82,42,24,Fair / Windy
63,7/3/2022,3:00 PM,82,42,24,Fair / Windy
64,7/3/2022,4:00 PM,84,40,24,Fair / Windy
65,7/3/2022,5:00 PM,82,42,23,Fair / Windy
66,7/3/2022,6:00 PM,81,45,24,Fair / Windy
67,7/3/2022,7:00 PM,77,54,24,Fair / Windy
68,7/3/2022,8:00 PM,75,57,24,Fair / Windy
69,7/3/2022,9:00 PM,72,69,24,Fair / Windy
70,7/3/2022,10:00 PM,70,88,22,Fair / Windy
71,7/3/2022,11:00 PM,68,100,22,Fair / Windy
72,7/4/2022,12:00 AM,68,100,21,Fair / Windy
73,7/4/2022,1:00 AM,68,100,22,Partly Cloudy / Windy
74,7/4/2022,2:00 AM,68,100,20,Partly Cloudy
75,7/4/2022,4:00 AM,68,100,23,Partly Cloudy / Windy
76,7/4/2022,5:00 AM,68,100,24,Partly Cloudy / Windy
77,7/4/2022,6:00 AM,68,100,24,Partly Cloudy / Windy
78,7/4/2022,7:00 AM,68,100,21,Cloudy / Windy
79,7/4/2022,8:00 AM,68,100,23,Cloudy / Windy
80,7/4/2022,9:00 AM,70,94,24,Mostly Cloudy / Windy
81,7/4/2022,10:00 AM,72,88,23,Mostly Cloudy / Windy
82,7/4/2022,11:00 AM,73,78,24,Partly Cloudy / Windy
83,7/4/2022,12:00 PM,77,65,23,Fair / Windy
84,7/4/2022,1:00 PM,79,57,23,Fair / Windy
85,7/4/2022,2:00 PM,81,51,23,Fair / Windy
86,7/4/2022,3:00 PM,82,48,25,Fair / Windy
87,7/4/2022,4:00 PM,82,48,25,Fair / Windy
88,7/4/2022,5:00 PM,81,51,25,Fair / Windy
89,7/4/2022,6:00 PM,81,51,25,Fair / Windy
90,7/4/2022,7:00 PM,77,61,26,Fair / Windy
91,7/4/2022,8:00 PM,73,69,26,Fair / Windy
92,7/4/2022,9:00 PM,72,78,25,Fair / Windy
93,7/4/2022,10:00 PM,70,94,26,Partly Cloudy / Windy
94,7/4/2022,11:00 PM,68,100,26,Partly Cloudy / Windy
95,7/5/2022,12:00 AM,68,100,24,Partly Cloudy / Windy
96,7/5/2022,1:00 AM,68,100,22,Partly Cloudy / Windy
97,7/5/2022,2:00 AM,68,100,23,Mostly Cloudy / Windy
98,7/5/2022,3:00 AM,68,100,22,Mostly Cloudy / Windy
99,7/5/2022,4:00 AM,68,100,22,Mostly Cloudy / Windy
100,7/5/2022,5:00 AM,68,100,22,Mostly Cloudy / Windy
101,7/5/2022,6:00 AM,68,100,22,Mostly Cloudy / Windy
102,7/5/2022,7:00 AM,68,100,15,Cloudy
103,7/5/2022,8:00 AM,68,100,25,Cloudy / Windy
104,7/5/2022,9:00 AM,70,94,26,Mostly Cloudy / Windy
105,7/5/2022,10:00 AM,73,83,28,Partly Cloudy / Windy
106,7/5/2022,11:00 AM,75,78,26,Fair / Windy
107,7/5/2022,12:00 PM,79,57,25,Fair / Windy
108,7/5/2022,1:00 PM,81,54,25,Fair / Windy
109,7/5/2022,2:00 PM,81,54,26,Fair / Windy
110,7/5/2022,3:00 PM,82,48,26,Fair / Windy
111,7/5/2022,4:00 PM,82,48,26,Fair / Windy
112,7/5/2022,5:00 PM,82,48,25,Fair / Windy
113,7/5/2022,6:00 PM,81,51,26,Fair / Windy
114,7/5/2022,7:00 PM,79,57,26,Fair / Windy
115,7/5/2022,8:00 PM,75,65,26,Fair / Windy
116,7/5/2022,9:00 PM,72,83,25,Fair / Windy
117,7/5/2022,10:00 PM,70,94,25,Fair / Windy
118,7/5/2022,11:00 PM,70,94,25,Mostly Cloudy / Windy
119,7/6/2022,12:00 AM,68,94,23,Mostly Cloudy / Windy
120,7/6/2022,1:00 AM,68,94,17,Partly Cloudy
121,7/6/2022,2:00 AM,66,100,20,Partly Cloudy
122,7/6/2022,4:00 AM,66,100,17,Partly Cloudy
123,7/6/2022,6:00 AM,68,94,24,Cloudy / Windy
124,7/6/2022,7:00 AM,68,100,24,Cloudy / Windy
125,7/6/2022,8:00 AM,70,94,23,Cloudy / Windy
126,7/6/2022,9:00 AM,70,100,25,Cloudy / Windy
127,7/6/2022,10:00 AM,72,100,25,Cloudy / Windy
128,7/6/2022,11:00 AM,73,94,24,Cloudy / Windy
129,7/6/2022,12:00 PM,77,78,25,Partly Cloudy / Windy
130,7/6/2022,1:00 PM,79,65,25,Fair / Windy
131,7/6/2022,2:00 PM,82,51,26,Fair / Windy
132,7/6/2022,3:00 PM,84,48,26,Fair / Windy
133,7/6/2022,4:00 PM,84,45,23,Fair / Windy
134,7/6/2022,5:00 PM,82,51,29,Fair / Windy
135,7/6/2022,7:00 PM,77,65,25,Fair / Windy
136,7/6/2022,8:00 PM,73,73,30,Fair / Windy
137,7/6/2022,9:00 PM,72,88,26,Fair / Windy
138,7/6/2022,10:00 PM,70,100,28,Fair / Windy
139,7/6/2022,11:00 PM,70,100,25,Cloudy / Windy
140,7/7/2022,12:00 AM,68,100,25,Cloudy / Windy
141,7/7/2022,1:00 AM,68,100,22,Cloudy / Windy
142,7/7/2022,2:00 AM,68,100,21,Cloudy / Windy
143,7/7/2022,3:00 AM,68,100,23,Cloudy / Windy
144,7/7/2022,4:00 AM,68,100,23,Cloudy / Windy
145,7/7/2022,5:00 AM,68,100,22,Cloudy / Windy
146,7/7/2022,6:00 AM,68,100,23,Cloudy / Windy
147,7/7/2022,7:00 AM,68,100,22,Cloudy / Windy
148,7/7/2022,8:00 AM,68,100,22,Cloudy / Windy
149,7/7/2022,9:00 AM,70,100,21,Cloudy / Windy
150,7/7/2022,10:00 AM,72,100,23,Cloudy / Windy
151,7/7/2022,11:00 AM,75,83,23,Fair / Windy
152,7/7/2022,12:00 PM,79,65,23,Fair / Windy
153,7/7/2022,1:00 PM,81,61,26,Fair / Windy
154,7/7/2022,2:00 PM,82,54,26,Fair / Windy
155,7/7/2022,3:00 PM,82,54,26,Fair / Windy
156,7/7/2022,4:00 PM,82,54,26,Fair / Windy
157,7/7/2022,5:00 PM,81,58,26,Fair / Windy
158,7/7/2022,6:00 PM,79,65,25,Fair / Windy
159,7/7/2022,7:00 PM,77,69,24,Fair / Windy
160,7/7/2022,8:00 PM,73,83,26,Partly Cloudy / Windy
161,7/7/2022,9:00 PM,72,100,23,Mostly Cloudy / Windy
162,7/7/2022,10:00 PM,70,100,28,Mostly Cloudy / Windy
163,7/7/2022,11:00 PM,70,100,28,Mostly Cloudy / Windy
164,7/8/2022,12:00 AM,70,100,24,Mostly Cloudy / Windy
165,7/8/2022,2:00 AM,70,100,22,Mostly Cloudy / Windy
166,7/8/2022,3:00 AM,70,100,18,Mostly Cloudy
167,7/8/2022,4:00 AM,70,100,17,Mostly Cloudy
168,7/8/2022,6:00 AM,70,100,21,Mostly Cloudy / Windy
169,7/8/2022,7:00 AM,68,100,18,Mostly Cloudy
170,7/8/2022,8:00 AM,68,100,17,Mostly Cloudy
171,7/8/2022,9:00 AM,68,100,17,Mostly Cloudy
172,7/8/2022,11:00 AM,73,100,21,Mostly Cloudy / Windy
173,7/8/2022,11:45 AM,77,94,23,Partly Cloudy / Windy
174,7/8/2022,12:00 PM,77,94,24,Fair / Windy
175,7/8/2022,1:00 PM,82,70,23,Fair / Windy
176,7/8/2022,2:00 PM,86,55,23,Fair / Windy
177,7/8/2022,3:00 PM,88,49,18,Fair
178,7/8/2022,4:00 PM,90,46,17,Fair
179,7/8/2022,5:00 PM,86,55,23,Fair / Windy
180,7/8/2022,6:00 PM,86,55,23,Fair / Windy
181,7/8/2022,7:00 PM,81,74,23,Fair / Windy
182,7/8/2022,8:00 PM,75,78,23,Fair / Windy
183,7/8/2022,9:00 PM,72,100,21,Partly Cloudy / Windy
184,7/8/2022,10:00 PM,72,100,18,Mostly Cloudy
185,7/8/2022,11:00 PM,72,100,18,Mostly Cloudy
186,7/9/2022,12:00 AM,72,100,18,Mostly Cloudy
187,7/9/2022,1:00 AM,70,100,16,Mostly Cloudy
188,7/9/2022,3:00 AM,70,100,16,Mostly Cloudy
189,7/9/2022,4:00 AM,68,100,15,Mostly Cloudy
190,7/9/2022,5:00 AM,70,100,13,Mostly Cloudy
191,7/9/2022,6:00 AM,70,100,12,Mostly Cloudy
192,7/9/2022,7:00 AM,68,100,13,Mostly Cloudy
193,7/9/2022,8:00 AM,70,100,12,Cloudy
194,7/9/2022,9:00 AM,70,100,14,Cloudy
195,7/9/2022,10:00 AM,75,100,14,Partly Cloudy
196,7/9/2022,11:00 AM,81,48,3,Fair
197,7/9/2022,12:00 PM,86,58,14,Fair
198,7/9/2022,1:00 PM,90,49,16,Fair
199,7/9/2022,2:00 PM,93,41,17,Fair
200,7/9/2022,3:00 PM,95,36,17,Fair
201,7/9/2022,4:00 PM,95,39,18,Fair
202,7/9/2022,5:00 PM,93,41,18,Fair
203,7/9/2022,6:00 PM,90,46,21,Fair / Windy
204,7/9/2022,7:00 PM,86,55,24,Fair / Windy
205,7/9/2022,8:00 PM,84,55,24,Fair / Windy
206,7/9/2022,9:00 PM,79,74,26,Fair / Windy
207,7/9/2022,10:00 PM,77,78,25,Fair / Windy
208,7/9/2022,11:00 PM,75,94,21,Fair / Windy
209,7/10/2022,12:00 AM,73,100,21,Fair / Windy
210,7/10/2022,1:00 AM,73,100,21,Fair / Windy
211,7/10/2022,2:00 AM,72,100,17,Fair
212,7/10/2022,3:00 AM,70,100,17,Fair
213,7/10/2022,4:00 AM,70,100,14,Partly Cloudy
214,7/10/2022,6:00 AM,70,100,15,Partly Cloudy
215,7/10/2022,7:00 AM,70,100,14,Fair
216,7/10/2022,8:00 AM,68,100,14,Partly Cloudy
217,7/10/2022,9:00 AM,73,100,12,Partly Cloudy
218,7/10/2022,10:00 AM,81,65,25,Partly Cloudy / Windy
219,7/10/2022,11:00 AM,86,45,26,Fair / Windy
220,7/10/2022,12:00 PM,93,36,24,Fair / Windy
221,7/10/2022,1:00 PM,99,29,20,Fair
222,7/10/2022,2:00 PM,102,24,24,Fair / Windy
223,7/10/2022,3:00 PM,102,27,21,Fair / Windy
224,7/10/2022,4:00 PM,102,27,21,Fair / Windy
225,7/10/2022,6:00 PM,95,36,20,Fair
226,7/10/2022,7:00 PM,90,43,23,Fair / Windy
227,7/10/2022,8:00 PM,86,51,23,Fair / Windy
228,7/10/2022,8:30 PM,82,58,25,Sand / Windy
229,7/10/2022,9:00 PM,82,58,17,Sand
230,7/10/2022,10:00 PM,81,61,13,Sand
231,7/10/2022,11:00 PM,79,69,10,Fair
232,7/11/2022,12:00 AM,77,74,20,Fair
233,7/11/2022,1:00 AM,75,83,21,Fair / Windy
234,7/11/2022,2:00 AM,75,94,15,Fair
235,7/11/2022,3:00 AM,72,100,12,Fair
236,7/11/2022,4:00 AM,70,100,16,Fair
237,7/11/2022,5:00 AM,70,100,9,Fair
238,7/11/2022,6:00 AM,70,100,23,Fair / Windy
239,7/11/2022,7:00 AM,72,100,9,Fair
240,7/11/2022,8:00 AM,72,100,14,Fair
241,7/11/2022,9:00 AM,75,100,12,Partly Cloudy
242,7/11/2022,10:00 AM,79,89,17,Fair
243,7/11/2022,12:00 PM,84,58,22,Fair / Windy
244,7/11/2022,1:00 PM,88,46,23,Fair / Windy
245,7/11/2022,2:00 PM,93,34,21,Fair / Windy
246,7/11/2022,3:00 PM,95,32,21,Fair / Windy
247,7/11/2022,4:00 PM,93,36,24,Fair / Windy
248,7/11/2022,5:00 PM,91,41,21,Fair / Windy
249,7/11/2022,6:00 PM,90,46,20,Fair
250,7/11/2022,7:00 PM,88,49,20,Fair
251,7/11/2022,8:00 PM,79,74,20,Fair
252,7/11/2022,9:00 PM,75,100,18,Fair
253,7/11/2022,10:00 PM,72,100,20,Fair
254,7/11/2022,11:00 PM,72,100,15,Partly Cloudy
255,7/12/2022,12:00 AM,72,100,18,Partly Cloudy
256,7/12/2022,1:00 AM,72,100,23,Fair / Windy
257,7/12/2022,3:00 AM,70,100,17,Fair
258,7/12/2022,4:00 AM,70,100,20,Fair
259,7/12/2022,6:00 AM,70,100,17,Fair
260,7/12/2022,7:00 AM,70,100,17,Mostly Cloudy
261,7/12/2022,9:00 AM,72,100,18,Mostly Cloudy
262,7/12/2022,10:00 AM,73,94,18,Partly Cloudy
263,7/12/2022,11:00 AM,75,83,20,Fair
264,7/12/2022,12:00 PM,81,61,15,Fair
265,7/12/2022,1:00 PM,82,51,16,Fair
266,7/12/2022,2:00 PM,86,45,16,Fair
267,7/12/2022,3:00 PM,86,45,23,Fair / Windy
268,7/12/2022,4:00 PM,86,45,23,Fair / Windy
269,7/12/2022,5:00 PM,84,45,23,Fair / Windy
270,7/12/2022,6:00 PM,84,42,23,Fair / Windy
271,7/12/2022,7:00 PM,82,48,23,Fair / Windy
272,7/12/2022,8:00 PM,79,57,23,Fair / Windy
273,7/12/2022,9:00 PM,75,69,22,Fair / Windy
274,7/12/2022,10:00 PM,72,88,22,Fair / Windy
275,7/12/2022,11:00 PM,70,100,21,Fair / Windy
276,7/13/2022,12:00 AM,70,100,20,Fair
277,7/13/2022,1:00 AM,70,100,17,Fair
278,7/13/2022,2:00 AM,68,100,14,Fair
279,7/13/2022,3:00 AM,68,100,14,Mostly Cloudy
280,7/13/2022,4:00 AM,68,100,16,Mostly Cloudy
281,7/13/2022,5:00 AM,68,100,15,Mostly Cloudy
282,7/13/2022,6:00 AM,70,100,17,Mostly Cloudy
283,7/13/2022,7:00 AM,70,100,15,Mostly Cloudy
284,7/13/2022,8:00 AM,70,100,16,Partly Cloudy
285,7/13/2022,9:00 AM,72,100,16,Partly Cloudy
286,7/13/2022,10:00 AM,73,94,18,Mostly Cloudy
287,7/13/2022,11:00 AM,73,94,17,Fair
288,7/13/2022,12:00 PM,77,74,16,Fair
289,7/13/2022,1:00 PM,81,58,16,Fair
290,7/13/2022,2:00 PM,84,51,21,Fair / Windy
291,7/13/2022,3:00 PM,86,45,21,Fair / Windy
292,7/13/2022,4:00 PM,88,43,21,Fair / Windy
293,7/13/2022,5:00 PM,86,45,20,Fair
294,7/13/2022,6:00 PM,86,45,21,Fair / Windy
295,7/13/2022,7:00 PM,84,45,18,Fair
296,7/13/2022,8:00 PM,79,57,20,Fair
297,7/13/2022,9:00 PM,75,73,21,Fair / Windy
298,7/13/2022,10:00 PM,72,94,23,Fair / Windy
299,7/13/2022,11:00 PM,70,100,23,Fair / Windy
967,7/14/2022,12:00 AM,70,100,21,Fair / Windy
968,7/14/2022,1:00 AM,70,100,21,Fair / Windy
969,7/14/2022,2:00 AM,70,100,23,Mostly Cloudy / Windy
970,7/14/2022,4:00 AM,68,100,17,Mostly Cloudy
971,7/14/2022,6:00 AM,68,100,14,Partly Cloudy
972,7/14/2022,7:00 AM,68,100,16,Partly Cloudy
973,7/14/2022,8:00 AM,68,100,14,Partly Cloudy
974,7/14/2022,8:48 AM,70,100,18,Cloudy
975,7/14/2022,9:00 AM,70,100,20,Cloudy
976,7/14/2022,10:00 AM,72,100,21,Cloudy / Windy
977,7/14/2022,10:36 AM,73,100,24,Partly Cloudy / Windy
978,7/14/2022,11:00 AM,75,100,25,Fair / Windy
979,7/14/2022,12:00 PM,79,83,22,Fair / Windy
980,7/14/2022,1:00 PM,82,62,23,Fair / Windy
981,7/14/2022,2:00 PM,86,51,24,Fair / Windy
982,7/14/2022,3:00 PM,88,49,23,Fair / Windy
983,7/14/2022,4:00 PM,88,46,24,Fair / Windy
984,7/14/2022,5:00 PM,86,48,26,Fair / Windy
985,7/14/2022,6:00 PM,84,55,25,Fair / Windy
986,7/14/2022,7:00 PM,81,61,25,Fair / Windy
987,7/14/2022,8:00 PM,77,74,25,Fair / Windy
988,7/14/2022,9:00 PM,73,94,25,Fair / Windy
989,7/14/2022,9:47 PM,72,100,28,Cloudy / Windy
990,7/14/2022,10:00 PM,72,100,26,Cloudy / Windy
991,7/14/2022,11:00 PM,72,100,26,Cloudy / Windy
324,7/15/2022,12:00 AM,72,100,30,Mostly Cloudy / Windy
325,7/15/2022,1:00 AM,70,100,23,Partly Cloudy / Windy
326,7/15/2022,2:00 AM,70,100,24,Mostly Cloudy / Windy
327,7/15/2022,3:00 AM,70,100,20,Partly Cloudy
328,7/15/2022,4:00 AM,70,100,23,Fair / Windy
329,7/15/2022,5:00 AM,70,100,18,Mostly Cloudy
330,7/15/2022,6:00 AM,70,100,20,Cloudy
331,7/15/2022,7:00 AM,70,100,18,Cloudy
332,7/15/2022,8:00 AM,70,100,18,Cloudy
333,7/15/2022,9:00 AM,72,100,20,Fair
334,7/15/2022,10:00 AM,73,100,20,Fair
335,7/15/2022,11:00 AM,77,89,22,Partly Cloudy / Windy
336,7/15/2022,12:00 PM,79,74,23,Fair / Windy
337,7/15/2022,1:00 PM,82,58,28,Fair / Windy
338,7/15/2022,2:00 PM,86,48,25,Fair / Windy
339,7/15/2022,3:00 PM,86,45,25,Fair / Windy
340,7/15/2022,9:00 PM,73,83,23,Fair / Windy
341,7/15/2022,10:00 PM,72,88,24,Fair / Windy
342,7/15/2022,11:00 PM,70,100,24,Fair / Windy
343,7/16/2022,12:00 AM,70,100,23,Partly Cloudy / Windy
344,7/16/2022,1:00 AM,70,100,23,Fair / Windy
345,7/16/2022,2:00 AM,70,100,20,Fair
346,7/16/2022,3:00 AM,70,100,21,Mostly Cloudy / Windy
347,7/16/2022,4:00 AM,70,100,23,Fair / Windy
348,7/16/2022,5:00 AM,70,100,25,Fair / Windy
349,7/16/2022,6:00 AM,70,100,23,Fair / Windy
350,7/16/2022,8:00 AM,70,100,21,Fair / Windy
351,7/16/2022,9:00 AM,72,100,22,Cloudy / Windy
352,7/16/2022,10:00 AM,73,100,22,Mostly Cloudy / Windy
353,7/16/2022,11:00 AM,75,94,23,Mostly Cloudy / Windy
354,7/16/2022,12:00 PM,81,70,22,Fair / Windy
355,7/16/2022,1:00 PM,82,58,23,Fair / Windy
356,7/16/2022,2:00 PM,84,55,18,Fair
357,7/16/2022,3:00 PM,68,88,22,Fair / Windy
358,7/16/2022,4:00 PM,88,46,23,Fair / Windy
359,7/16/2022,5:00 PM,86,48,25,Fair / Windy
360,7/16/2022,6:00 PM,84,51,25,Fair / Windy
361,7/16/2022,7:00 PM,81,58,24,Fair / Windy
362,7/16/2022,8:00 PM,77,69,24,Fair / Windy
363,7/16/2022,9:00 PM,68,0,22,Fair / Windy
364,7/16/2022,10:00 PM,72,100,20,Fair
365,7/16/2022,11:00 PM,72,100,23,Mostly Cloudy / Windy
366,7/17/2022,12:00 AM,72,100,25,Cloudy / Windy
367,7/17/2022,1:00 AM,72,100,25,Mostly Cloudy / Windy
368,7/17/2022,2:00 AM,72,100,24,Mostly Cloudy / Windy
369,7/17/2022,3:00 AM,70,100,24,Mostly Cloudy / Windy
370,7/17/2022,4:00 AM,70,100,0,Mostly Cloudy
371,7/17/2022,5:00 AM,70,100,23,Cloudy / Windy
372,7/17/2022,6:00 AM,72,100,24,Cloudy / Windy
373,7/17/2022,7:00 AM,72,100,21,Cloudy / Windy
374,7/17/2022,8:00 AM,72,100,21,Cloudy / Windy
375,7/17/2022,9:00 AM,72,100,22,Mostly Cloudy / Windy
376,7/17/2022,10:00 AM,75,94,22,Fair / Windy
377,7/17/2022,11:00 AM,79,83,25,Fair / Windy
378,7/17/2022,12:00 PM,81,70,25,Fair / Windy
379,7/17/2022,1:00 PM,84,51,25,Fair / Windy
380,7/17/2022,2:00 PM,86,48,26,Fair / Windy
381,7/17/2022,3:00 PM,88,46,24,Fair / Windy
382,7/17/2022,4:00 PM,86,45,28,Fair / Windy
383,7/17/2022,5:00 PM,84,48,29,Fair / Windy
384,7/17/2022,6:00 PM,82,51,26,Fair / Windy
385,7/17/2022,7:00 PM,81,58,26,Fair / Windy
386,7/17/2022,8:00 PM,75,73,29,Fair / Windy
387,7/17/2022,9:00 PM,73,88,26,Fair / Windy
388,7/17/2022,10:00 PM,72,100,28,Partly Cloudy / Windy
389,7/17/2022,11:00 PM,72,100,28,Mostly Cloudy / Windy
812,7/18/2022,12:00 AM,70,100,30,Mostly Cloudy / Windy
813,7/18/2022,1:00 AM,70,100,29,Partly Cloudy / Windy
814,7/18/2022,2:00 AM,70,100,26,Mostly Cloudy / Windy
815,7/18/2022,3:00 AM,70,100,24,Mostly Cloudy / Windy
816,7/18/2022,4:00 AM,70,100,24,Mostly Cloudy / Windy
817,7/18/2022,5:00 AM,70,100,25,Mostly Cloudy / Windy
818,7/18/2022,6:00 AM,70,100,25,Mostly Cloudy / Windy
819,7/18/2022,7:00 AM,70,100,22,Cloudy / Windy
820,7/18/2022,8:00 AM,70,100,21,Cloudy / Windy
821,7/18/2022,9:00 AM,72,100,24,Fair / Windy
822,7/18/2022,10:00 AM,73,100,22,Partly Cloudy / Windy
823,7/18/2022,11:00 AM,77,83,24,Partly Cloudy / Windy
824,7/18/2022,12:00 PM,81,70,25,Fair / Windy
825,7/18/2022,1:00 PM,84,55,30,Sand / Windy
826,7/18/2022,2:00 PM,84,55,31,Sand / Windy
827,7/18/2022,3:00 PM,84,55,28,Sand / Windy
828,7/18/2022,4:00 PM,84,55,28,Sand / Windy
829,7/18/2022,5:00 PM,84,55,28,Sand / Windy
830,7/18/2022,5:48 PM,82,58,30,Sand / Windy
831,7/18/2022,6:00 PM,82,58,28,Sand / Windy
832,7/18/2022,6:40 PM,81,61,28,Fair / Windy
833,7/18/2022,7:00 PM,79,61,29,Fair / Windy
834,7/18/2022,8:00 PM,77,69,28,Fair / Windy
835,7/18/2022,9:00 PM,73,88,26,Fair / Windy
836,7/18/2022,10:00 PM,72,100,26,Partly Cloudy / Windy
837,7/18/2022,11:00 PM,72,100,26,Mostly Cloudy / Windy
838,7/19/2022,12:00 AM,72,100,32,Mostly Cloudy / Windy
839,7/19/2022,1:00 AM,72,100,29,Mostly Cloudy / Windy
840,7/19/2022,2:00 AM,72,100,24,Mostly Cloudy / Windy
841,7/19/2022,3:00 AM,72,100,24,Mostly Cloudy / Windy
842,7/19/2022,4:00 AM,72,100,14,Mostly Cloudy
843,7/19/2022,5:00 AM,72,100,22,Mostly Cloudy / Windy
844,7/19/2022,6:00 AM,72,100,23,Mostly Cloudy / Windy
845,7/19/2022,7:00 AM,72,100,22,Cloudy / Windy
846,7/19/2022,8:00 AM,72,100,21,Cloudy / Windy
847,7/19/2022,9:00 AM,73,100,23,Cloudy / Windy
848,7/19/2022,10:00 AM,75,100,21,Mostly Cloudy / Windy
849,7/19/2022,10:30 AM,77,100,22,Partly Cloudy / Windy
850,7/19/2022,11:00 AM,79,51,23,Partly Cloudy / Windy
851,7/19/2022,12:00 PM,84,70,20,Partly Cloudy
852,7/19/2022,1:00 PM,86,58,20,Fair
853,7/19/2022,2:00 PM,91,46,20,Fair
854,7/19/2022,3:00 PM,91,46,23,Fair / Windy
855,7/19/2022,4:00 PM,91,46,23,Fair / Windy
856,7/19/2022,5:00 PM,90,49,26,Fair / Windy
857,7/19/2022,6:00 PM,88,52,26,Fair / Windy
858,7/19/2022,7:00 PM,82,62,26,Fair / Windy
859,7/19/2022,8:00 PM,79,78,25,Sand / Windy
860,7/19/2022,9:00 PM,75,94,26,Sand / Windy
861,7/19/2022,10:00 PM,73,100,28,Fair / Windy
862,7/19/2022,11:00 PM,73,100,17,Cloudy
438,7/20/2022,12:00 AM,72,100,25,Mostly Cloudy / Windy
439,7/20/2022,1:00 AM,72,100,30,Mostly Cloudy / Windy
440,7/20/2022,2:00 AM,72,100,30,Mostly Cloudy / Windy
441,7/20/2022,3:00 AM,72,100,25,Mostly Cloudy / Windy
442,7/20/2022,4:00 AM,70,100,13,Mostly Cloudy
443,7/20/2022,5:00 AM,70,100,9,Partly Cloudy
444,7/20/2022,6:00 AM,70,100,13,Partly Cloudy
445,7/20/2022,7:00 AM,70,100,15,Mostly Cloudy
446,7/20/2022,8:00 AM,70,100,18,Cloudy
447,7/20/2022,9:00 AM,73,100,17,Fog
448,7/20/2022,10:00 AM,75,100,18,Mostly Cloudy
449,7/20/2022,11:00 AM,79,94,20,Mostly Cloudy
450,7/20/2022,12:00 PM,86,62,22,Fair / Windy
