ind,date,time,temp,hum,wind,condition
108,11/5/2022,8:00 PM,73.0,73.0,16.0,Fair
109,11/5/2022,9:00 PM,72.0,88.0,15.0,Fair
110,11/5/2022,10:00 PM,70.0,100.0,16.0,Fair
111,11/5/2022,11:00 PM,68.0,100.0,14.0,Fair
1884,11/6/2022,12:00 AM,66,100,15,Fair
1885,11/6/2022,1:00 AM,66,100,14,Partly Cloudy
1886,11/6/2022,2:00 AM,66,100,12,Fog
1887,11/6/2022,2:00 AM,64,100,12,Fog
1888,11/6/2022,3:00 AM,63,100,9,Fog
1889,11/6/2022,4:00 AM,63,100,8,Fog
1890,11/6/2022,5:00 AM,64,100,12,Fog
1891,11/6/2022,7:00 AM,66,100,15,Fog
1892,11/6/2022,8:00 AM,63,100,12,Fog
1893,11/6/2022,9:00 AM,66,100,13,Fog
1894,11/6/2022,9:15 AM,66,100,14,Partly Cloudy
1895,11/6/2022,10:00 AM,68,100,14,Partly Cloudy
1896,11/6/2022,11:00 AM,72,100,14,Fair
1897,11/6/2022,12:00 PM,75,73,14,Fair
1898,11/6/2022,1:00 PM,79,51,12,Fair
1899,11/6/2022,2:00 PM,82,39,12,Fair
1900,11/6/2022,3:00 PM,86,31,7,Fair
1901,11/6/2022,4:00 PM,88,24,7,Fair
1902,11/6/2022,5:00 PM,88,22,7,Fair
1903,11/6/2022,6:00 PM,86,25,8,Fair
1904,11/6/2022,7:00 PM,86,25,8,Fair
1905,11/6/2022,8:00 PM,73,78,20,Fair
1906,11/6/2022,9:00 PM,70,100,21,Fair / Windy
1907,11/6/2022,10:00 PM,68,100,21,Fair / Windy
1908,11/6/2022,11:00 PM,68,100,18,Fair
1909,11/7/2022,12:00 AM,66,100,18,Partly Cloudy
1910,11/7/2022,1:00 AM,66,100,15,Partly Cloudy
1911,11/7/2022,2:00 AM,66,100,15,Partly Cloudy
1912,11/7/2022,3:00 AM,68,100,15,Partly Cloudy
1913,11/7/2022,4:00 AM,64,100,10,Partly Cloudy
1914,11/7/2022,5:00 AM,64,100,13,Partly Cloudy
1915,11/7/2022,6:00 AM,63,100,12,Fog
1916,11/7/2022,6:30 AM,63,100,8,Fog
1917,11/7/2022,7:00 AM,61,100,8,Fog
1918,11/7/2022,7:35 AM,61,100,5,Fog
1919,11/7/2022,8:00 AM,61,100,6,Fog
1920,11/7/2022,9:00 AM,59,100,8,Fog
1921,11/7/2022,9:25 AM,61,100,8,Fog
1922,11/7/2022,9:40 AM,61,100,9,Fog
1923,11/7/2022,10:00 AM,63,100,12,Partly Cloudy
1924,11/7/2022,11:00 AM,72,78,9,Fair
1925,11/7/2022,12:00 PM,77,44,9,Fair
1926,11/7/2022,1:00 PM,81,34,8,Fair
1927,11/7/2022,2:00 PM,84,27,7,Fair
1928,11/7/2022,3:00 PM,88,19,5,Fair
1929,11/7/2022,4:00 PM,90,16,6,Fair
1930,11/7/2022,5:00 PM,86,35,13,Fair
1931,11/7/2022,6:00 PM,82,54,14,Fair
1932,11/7/2022,7:00 PM,79,61,15,Fair
1933,11/7/2022,8:00 PM,75,61,17,Fair
1934,11/7/2022,9:00 PM,72,88,17,Fair
1935,11/7/2022,10:00 PM,70,100,16,Fair
1936,11/7/2022,11:00 PM,68,100,14,Fair
1937,11/8/2022,12:00 AM,66,100,14,Partly Cloudy
1938,11/8/2022,12:20 PM,66,100,14,Mostly Cloudy
1939,11/8/2022,1:00 AM,64,100,15,Mostly Cloudy
1940,11/8/2022,2:00 AM,64,100,9,Mostly Cloudy
1941,11/8/2022,3:00 AM,63,100,13,Mostly Cloudy
1942,11/8/2022,4:00 AM,63,100,12,Partly Cloudy
1943,11/8/2022,5:00 AM,63,100,9,Partly Cloudy
1944,11/8/2022,6:00 AM,61,100,8,Fog
1945,11/8/2022,7:00 AM,61,100,10,Fog
1946,11/8/2022,8:00 AM,61,100,13,Fog
1947,11/8/2022,9:00 AM,61,100,13,Fog
1948,11/8/2022,10:00 AM,64,100,10,Fog
1949,11/8/2022,10:20 AM,66,100,12,Fair
1950,11/8/2022,11:00 AM,70,100,14,Fair
1951,11/8/2022,12:00 PM,75,57,14,Fair
1952,11/8/2022,1:00 PM,81,39,8,Fair
1953,11/8/2022,2:00 PM,84,30,8,Fair
1954,11/8/2022,3:00 PM,88,24,10,Fair
1955,11/8/2022,4:00 PM,88,27,12,Fair
1956,11/8/2022,5:00 PM,88,31,14,Fair
1957,11/8/2022,6:00 PM,84,35,15,Fair
1958,11/8/2022,7:00 PM,79,51,17,Fair
1959,11/8/2022,8:00 PM,72,83,22,Fair / Windy
1960,11/8/2022,9:00 PM,68,100,20,Fair
1961,11/8/2022,10:00 PM,68,100,16,Partly Cloudy
1962,11/8/2022,11:00 PM,68,100,16,Partly Cloudy
184,11/9/2022,12:00 AM,66.0,100.0,16.0,Fair
185,11/9/2022,1:00 AM,66.0,100.0,21.0,Fair / Windy
186,11/9/2022,2:00 AM,64.0,100.0,10.0,Fair
187,11/9/2022,3:00 AM,64.0,100.0,9.0,Fair
188,11/9/2022,4:00 AM,63.0,100.0,12.0,Fair
189,11/9/2022,5:00 AM,63.0,100.0,12.0,Fair
190,11/9/2022,6:00 AM,64.0,100.0,20.0,Fair
191,11/9/2022,7:00 AM,64.0,100.0,20.0,Mostly Cloudy
192,11/9/2022,8:00 AM,64.0,100.0,15.0,Cloudy
193,11/9/2022,9:00 AM,66.0,100.0,18.0,Cloudy
194,11/9/2022,10:00 AM,68.0,100.0,18.0,Partly Cloudy
195,11/9/2022,11:00 AM,72.0,100.0,22.0,Fair / Windy
196,11/9/2022,12:00 PM,73.0,78.0,17.0,Fair
197,11/9/2022,1:00 PM,79.0,54.0,15.0,Fair
198,11/9/2022,2:00 PM,82.0,39.0,15.0,Fair
199,11/9/2022,3:00 PM,84.0,30.0,15.0,Fair
200,11/9/2022,4:00 PM,84.0,30.0,15.0,Fair
201,11/9/2022,5:00 PM,82.0,39.0,18.0,Fair
202,11/9/2022,6:00 PM,79.0,47.0,20.0,Fair
203,11/9/2022,7:00 PM,75.0,61.0,21.0,Fair / Windy
204,11/9/2022,8:00 PM,70.0,94.0,21.0,Fair / Windy
205,11/9/2022,9:00 PM,68.0,100.0,20.0,Fair
206,11/9/2022,10:00 PM,68.0,100.0,21.0,Fair / Windy
207,11/9/2022,11:00 PM,66.0,100.0,20.0,Fair
208,11/10/2022,12:00 AM,66.0,100.0,18.0,Fair
209,11/10/2022,1:00 AM,64.0,100.0,17.0,Fair
210,11/10/2022,2:00 AM,64.0,100.0,16.0,Fair
211,11/10/2022,3:00 AM,64.0,100.0,14.0,Fair
212,11/10/2022,4:00 AM,63.0,100.0,12.0,Fair
213,11/10/2022,5:00 AM,63.0,100.0,15.0,Cloudy
214,11/10/2022,6:00 AM,63.0,100.0,17.0,Mostly Cloudy
215,11/10/2022,7:00 AM,63.0,100.0,13.0,Mostly Cloudy
216,11/10/2022,8:00 AM,63.0,100.0,13.0,Fair
217,11/10/2022,9:00 AM,63.0,100.0,12.0,Fair
218,11/10/2022,10:00 AM,66.0,100.0,14.0,Fair
219,11/10/2022,11:00 AM,70.0,100.0,15.0,Fair
220,11/10/2022,12:00 PM,73.0,73.0,0.0,Fair
221,11/10/2022,1:00 PM,79.0,51.0,15.0,Fair
222,11/10/2022,2:00 PM,81.0,42.0,16.0,Fair
223,11/10/2022,3:00 PM,84.0,30.0,13.0,Fair
224,11/10/2022,4:00 PM,84.0,30.0,16.0,Fair
225,11/10/2022,5:00 PM,84.0,33.0,15.0,Fair
226,11/10/2022,6:00 PM,81.0,45.0,17.0,Fair
227,11/10/2022,8:00 PM,73.0,73.0,16.0,Fair
228,11/10/2022,9:00 PM,70.0,100.0,16.0,Fair
229,11/10/2022,10:00 PM,68.0,100.0,15.0,Fair
230,11/10/2022,11:00 PM,66.0,100.0,15.0,Fair
1963,11/11/2022,12:00 AM,66,100,12,Fair
1964,11/11/2022,1:00 AM,64,100,15,Fair
1965,11/11/2022,2:00 AM,64,100,14,Fair
1966,11/11/2022,3:00 AM,63,100,12,Mostly Cloudy
1967,11/11/2022,4:00 AM,63,100,12,Mostly Cloudy
1968,11/11/2022,5:00 AM,61,100,13,Mostly Cloudy
1969,11/11/2022,6:00 AM,61,100,12,Fog
1970,11/11/2022,7:00 AM,61,100,12,Fog
1971,11/11/2022,8:00 AM,61,100,14,Fog
1972,11/11/2022,8:20 AM,61,100,14,Fog
1973,11/11/2022,8:40 AM,61,100,14,Fog
1974,11/11/2022,9:00 AM,61,100,13,Fog
1975,11/11/2022,9:30 AM,61,100,13,Mostly Cloudy
1976,11/11/2022,9:45 AM,63,100,14,Partly Cloudy
1977,11/11/2022,10:00 AM,63,100,14,Fair
1978,11/11/2022,11:00 AM,70,64,12,Fair
1979,11/11/2022,12:00 PM,73,47,13,Fair
1980,11/11/2022,1:00 PM,81,30,10,Fair
1981,11/11/2022,2:00 PM,84,20,12,Fair
1982,11/11/2022,3:00 PM,88,15,7,Fair
1983,11/11/2022,4:00 PM,90,15,5,Fair
1984,11/11/2022,5:00 PM,93,9,5,Fair
1985,11/11/2022,6:00 PM,88,19,12,Fair
1986,11/11/2022,7:00 PM,81,42,16,Mostly Cloudy
1987,11/11/2022,8:00 PM,75,57,14,Mostly Cloudy
1988,11/11/2022,10:00 PM,70,78,13,Fair
1989,11/11/2022,11:00 PM,70,94,9,Fair
255,11/12/2022,12:00 AM,68.0,100.0,9.0,Fair
256,11/12/2022,1:00 AM,68.0,100.0,9.0,Fair
257,11/12/2022,2:00 AM,68.0,100.0,6.0,Fair
258,11/12/2022,3:00 AM,68.0,100.0,8.0,Fair
259,11/12/2022,4:00 AM,68.0,73.0,9.0,Fair
260,11/12/2022,5:00 AM,68.0,56.0,10.0,Fair
261,11/12/2022,6:00 AM,66.0,43.0,10.0,Fair
262,11/12/2022,7:00 AM,64.0,32.0,9.0,Fair
263,11/12/2022,9:00 AM,0.0,0.0,9.0,Partly Cloudy
264,11/12/2022,10:00 AM,75.0,11.0,14.0,Fair
265,11/12/2022,11:00 AM,82.0,11.0,16.0,Fair
266,11/12/2022,12:00 PM,86.0,10.0,14.0,Fair
267,11/12/2022,1:00 PM,90.0,9.0,17.0,Fair
268,11/12/2022,2:00 PM,90.0,9.0,20.0,Fair
269,11/12/2022,3:00 PM,90.0,9.0,13.0,Fair
270,11/12/2022,4:00 PM,91.0,8.0,14.0,Fair
271,11/12/2022,5:00 PM,91.0,8.0,14.0,Fair
272,11/12/2022,6:00 PM,93.0,8.0,20.0,Fair
273,11/12/2022,7:00 PM,88.0,9.0,13.0,Fair
274,11/12/2022,8:00 PM,82.0,12.0,10.0,Fair
275,11/12/2022,9:00 PM,81.0,13.0,12.0,Fair
276,11/12/2022,10:00 PM,79.0,14.0,12.0,Fair
277,11/12/2022,11:00 PM,75.0,15.0,10.0,Fair
278,11/13/2022,12:00 AM,73.0,15.0,10.0,Fair
279,11/13/2022,1:00 AM,72.0,17.0,14.0,Fair
280,11/13/2022,2:00 AM,70.0,17.0,12.0,Fair
281,11/13/2022,3:00 AM,72.0,16.0,14.0,Fair
282,11/13/2022,4:00 AM,70.0,17.0,12.0,Fair
283,11/13/2022,5:00 AM,68.0,18.0,12.0,Fair
284,11/13/2022,6:00 AM,68.0,18.0,14.0,Fair
285,11/13/2022,7:00 AM,0.0,0.0,0.0,Fair
286,11/13/2022,8:00 AM,66.0,19.0,14.0,Fair
287,11/13/2022,9:00 AM,72.0,17.0,12.0,Fair
288,11/13/2022,10:00 AM,73.0,18.0,18.0,Fair
289,11/13/2022,11:00 AM,77.0,17.0,21.0,Fair / Windy
290,11/13/2022,12:00 PM,82.0,14.0,21.0,Fair / Windy
291,11/13/2022,1:00 PM,86.0,12.0,21.0,Fair / Windy
292,11/13/2022,2:00 PM,90.0,10.0,20.0,Fair
293,11/13/2022,3:00 PM,91.0,9.0,20.0,Fair
294,11/13/2022,4:00 PM,93.0,9.0,16.0,Fair
295,11/13/2022,5:00 PM,93.0,7.0,15.0,Fair
296,11/13/2022,6:00 PM,91.0,8.0,13.0,Fair
297,11/13/2022,7:00 PM,52.0,30.0,9.0,Fair
298,11/13/2022,8:00 PM,73.0,38.0,8.0,Fair
299,11/13/2022,9:00 PM,72.0,53.0,9.0,Fair
300,11/13/2022,10:00 PM,72.0,57.0,9.0,Fair
301,11/13/2022,11:00 PM,72.0,53.0,6.0,Fair
302,11/14/2022,12:00 AM,72.0,46.0,3.0,Fair
303,11/14/2022,1:00 AM,72.0,41.0,5.0,Fair
304,11/14/2022,2:00 AM,70.0,46.0,7.0,Fair
305,11/14/2022,3:00 AM,70.0,38.0,7.0,Fair
306,11/14/2022,5:00 AM,68.0,28.0,8.0,Fair
307,11/14/2022,6:00 AM,68.0,24.0,8.0,Fair
308,11/14/2022,7:00 AM,68.0,23.0,8.0,Fair
309,11/14/2022,8:00 AM,68.0,21.0,10.0,Fair
310,11/14/2022,9:00 AM,68.0,23.0,8.0,Fair
311,11/14/2022,10:00 AM,72.0,22.0,9.0,Fair
312,11/14/2022,11:00 AM,77.0,18.0,9.0,Fair
313,11/14/2022,12:00 PM,81.0,15.0,14.0,Fair
314,11/14/2022,1:00 PM,84.0,13.0,13.0,Fair
315,11/14/2022,2:00 PM,88.0,10.0,14.0,Fair
316,11/14/2022,3:00 PM,90.0,9.0,8.0,Fair
317,11/14/2022,4:00 PM,90.0,9.0,9.0,Fair
318,11/14/2022,5:00 PM,90.0,8.0,7.0,Fair
319,11/14/2022,6:00 PM,88.0,9.0,2.0,Fair
320,11/14/2022,7:00 PM,81.0,26.0,8.0,Fair
321,11/14/2022,8:00 PM,77.0,39.0,7.0,Fair
322,11/14/2022,9:00 PM,75.0,27.0,12.0,Fair
323,11/14/2022,10:00 PM,73.0,31.0,12.0,Fair
324,11/14/2022,11:00 PM,72.0,31.0,8.0,Fair
325,11/15/2022,12:00 AM,72.0,31.0,7.0,Fair
326,11/15/2022,1:00 AM,70.0,31.0,3.0,Fair
327,11/15/2022,2:00 AM,68.0,30.0,5.0,Fair
328,11/15/2022,3:00 AM,72.0,19.0,10.0,Fair
329,11/15/2022,4:00 AM,73.0,16.0,12.0,Fair
330,11/15/2022,5:00 AM,73.0,16.0,14.0,Fair
331,11/15/2022,6:00 AM,72.0,17.0,9.0,Fair
332,11/15/2022,7:00 AM,72.0,17.0,10.0,Fair
333,11/15/2022,8:00 AM,70.0,17.0,13.0,Fair
334,11/15/2022,9:00 AM,70.0,18.0,12.0,Fair
335,11/15/2022,10:00 AM,72.0,17.0,15.0,Fair
336,11/15/2022,11:00 AM,77.0,14.0,17.0,Fair
337,11/15/2022,12:00 PM,82.0,12.0,16.0,Fair
338,11/15/2022,1:00 PM,86.0,11.0,16.0,Fair
339,11/15/2022,2:00 PM,90.0,10.0,15.0,Fair
340,11/15/2022,3:00 PM,91.0,9.0,9.0,Fair
341,11/15/2022,4:00 PM,93.0,8.0,2.0,Fair
342,11/15/2022,6:00 PM,86.0,18.0,8.0,Fair
343,11/15/2022,8:00 PM,77.0,36.0,8.0,Fair
344,11/15/2022,9:00 PM,77.0,24.0,10.0,Fair
345,11/15/2022,10:00 PM,75.0,22.0,16.0,Fair
346,11/15/2022,11:00 PM,73.0,29.0,15.0,Fair
347,11/16/2022,12:00 AM,70.0,53.0,16.0,Fair
348,11/16/2022,1:00 AM,68.0,60.0,14.0,Fair
349,11/16/2022,2:00 AM,68.0,56.0,13.0,Fair
350,11/16/2022,3:00 AM,66.0,43.0,10.0,Fair
351,11/16/2022,4:00 AM,66.0,32.0,12.0,Fair
352,11/16/2022,5:00 AM,64.0,28.0,0.0,Fair
353,11/16/2022,6:00 AM,66.0,19.0,8.0,Fair
354,11/16/2022,7:00 AM,66.0,19.0,6.0,Fair
355,11/16/2022,8:00 AM,64.0,21.0,7.0,Fair
356,11/16/2022,9:00 AM,64.0,21.0,7.0,Fair
357,11/16/2022,10:00 AM,72.0,15.0,9.0,Fair
358,11/16/2022,11:00 AM,75.0,13.0,12.0,Fair
359,11/16/2022,12:00 PM,81.0,11.0,13.0,Fair
360,11/16/2022,1:00 PM,86.0,9.0,8.0,Fair
361,11/16/2022,2:00 PM,88.0,9.0,6.0,Fair
362,11/16/2022,3:00 PM,90.0,8.0,7.0,Fair
363,11/16/2022,4:00 PM,91.0,7.0,8.0,Fair
364,11/16/2022,5:00 PM,86.0,17.0,13.0,Fair
365,11/16/2022,6:00 PM,81.0,24.0,13.0,Fair
366,11/16/2022,7:00 PM,77.0,34.0,10.0,Fair
367,11/16/2022,8:00 PM,73.0,38.0,8.0,Fair
368,11/16/2022,9:00 PM,72.0,41.0,9.0,Fair
369,11/16/2022,10:00 PM,68.0,52.0,7.0,Fair
370,11/16/2022,11:00 PM,70.0,33.0,12.0,Fair
371,11/17/2022,12:00 AM,70.0,33.0,13.0,Fair
372,11/17/2022,2:00 AM,66.0,100.0,10.0,Fair
373,11/17/2022,3:00 AM,64.0,100.0,8.0,Fair
374,11/17/2022,4:00 AM,63.0,100.0,6.0,Fair
375,11/17/2022,5:00 AM,61.0,77.0,6.0,Fair
376,11/17/2022,6:00 AM,61.0,55.0,8.0,Fair
377,11/17/2022,7:00 AM,59.0,63.0,7.0,Fair
378,11/17/2022,8:00 AM,57.0,67.0,5.0,Fair
379,11/17/2022,9:00 AM,59.0,72.0,5.0,Partly Cloudy
380,11/17/2022,10:00 AM,66.0,46.0,6.0,Fair
381,11/17/2022,11:00 AM,73.0,23.0,7.0,Fair
382,11/17/2022,12:00 PM,75.0,27.0,7.0,Fair
383,11/17/2022,1:00 PM,81.0,20.0,8.0,Fair
384,11/17/2022,2:00 PM,82.0,23.0,10.0,Fair
385,11/17/2022,3:00 PM,84.0,19.0,10.0,Fair
386,11/17/2022,4:00 PM,82.0,39.0,12.0,Fair
387,11/17/2022,5:00 PM,82.0,45.0,12.0,Fair
388,11/17/2022,6:00 PM,82.0,21.0,15.0,Fair
389,11/17/2022,7:00 PM,75.0,57.0,13.0,Fair
390,11/17/2022,8:00 PM,70.0,88.0,15.0,Fair
391,11/17/2022,9:00 PM,68.0,100.0,18.0,Fair
392,11/17/2022,10:00 PM,64.0,100.0,16.0,Fair
393,11/17/2022,11:00 PM,64.0,100.0,16.0,Fair
1990,11/18/2022,12:00 AM,63,100,12,Fair
1991,11/18/2022,1:00 AM,64,100,12,Mostly Cloudy
1992,11/18/2022,2:00 AM,64,100,12,Mostly Cloudy
1993,11/18/2022,3:00 AM,66,100,13,Mostly Cloudy
1994,11/18/2022,4:00 AM,64,100,8,Mostly Cloudy
1995,11/18/2022,5:00 AM,63,100,8,Partly Cloudy
1996,11/18/2022,6:00 AM,63,100,9,Partly Cloudy
1997,11/18/2022,7:00 AM,61,100,6,Partly Cloudy
1998,11/18/2022,7:30 AM,61,100,6,Fog
1999,11/18/2022,8:00 AM,61,100,7,Fog
2000,11/18/2022,9:00 AM,63,100,2,Partly Cloudy
2001,11/18/2022,10:00 AM,64,100,8,Partly Cloudy
2002,11/18/2022,11:00 AM,72,100,9,Partly Cloudy
2003,11/18/2022,12:00 PM,73,100,15,Partly Cloudy
2004,11/18/2022,1:00 PM,77,74,16,Partly Cloudy
2005,11/18/2022,2:00 PM,77,65,20,Partly Cloudy
2006,11/18/2022,3:00 PM,79,47,21,Partly Cloudy / Windy
2007,11/18/2022,4:00 PM,79,47,23,Partly Cloudy / Windy
2008,11/18/2022,5:00 PM,77,57,21,Partly Cloudy / Windy
2009,11/18/2022,6:00 PM,75,65,20,Partly Cloudy
2010,11/18/2022,7:00 PM,72,73,20,Partly Cloudy
2011,11/18/2022,8:00 PM,70,83,18,Partly Cloudy
2012,11/18/2022,9:00 PM,68,100,13,Partly Cloudy
2013,11/18/2022,10:00 PM,68,100,10,Fair
2014,11/19/2022,12:00 AM,66,100,9,Fair
2015,11/19/2022,1:00 AM,66,100,9,Fair
2016,11/19/2022,2:00 AM,66,100,16,Fair
2017,11/19/2022,3:00 AM,66,100,17,Fair
2018,11/19/2022,4:00 AM,66,100,17,Fair
2019,11/19/2022,5:00 AM,66,100,17,Fair
2020,11/19/2022,6:00 AM,66,100,20,Fair
2021,11/19/2022,7:00 AM,66,94,18,Partly Cloudy
2022,11/19/2022,8:00 AM,66,73,21,Mostly Cloudy / Windy
2023,11/19/2022,9:00 AM,68,73,18,Mostly Cloudy
2024,11/19/2022,9:39 AM,68,68,24,Sand / Windy
2025,11/19/2022,10:00 AM,70,64,29,Sand / Windy
2026,11/19/2022,11:00 AM,72,60,32,Sand / Windy
2027,11/19/2022,11:11 AM,70,68,29,Sandstorm / Windy
2028,11/19/2022,12:00 PM,72,60,29,Sand / Windy
2029,11/19/2022,12:39 PM,72,60,31,Sandstorm / Windy
2030,11/19/2022,1:00 PM,72,57,30,Sandstorm / Windy
2031,11/19/2022,2:00 PM,73,57,26,Heavy Sandstorm / Windy
2032,11/19/2022,3:00 PM,73,53,30,Sand / Windy
2033,11/19/2022,4:00 PM,75,50,28,Sand / Windy
2034,11/19/2022,5:00 PM,73,50,29,Sand / Windy
2035,11/19/2022,6:00 PM,72,53,30,Sand / Windy
