ind,date,time,temp,hum,wind,condition
127,5/6/2022,1:00 PM,75,69,13,Fair
128,5/6/2022,2:00 PM,79,47,12,Fair
129,5/6/2022,3:00 PM,77,57,17,Fair
130,5/6/2022,4:00 PM,75,61,20,Fair
131,5/6/2022,5:00 PM,75,65,18,Fair
132,5/6/2022,6:00 PM,73,69,20,Fair
133,5/6/2022,7:00 PM,72,73,20,Fair
134,5/6/2022,8:00 PM,68,88,17,Fair
135,5/6/2022,9:00 PM,66,100,15,Fair
136,5/6/2022,10:00 PM,64,100,15,Fair
137,5/6/2022,11:00 PM,64,100,12,Partly Cloudy
138,5/6/2022,12:00 AM,64,100,12,Mostly Cloudy
139,5/7/2022,1:00 AM,63,100,8,Fair
140,5/7/2022,2:00 AM,63,100,5,Fair
141,5/7/2022,3:00 AM,61,100,6,Fair
142,5/7/2022,4:00 AM,61,100,9,Fog
143,5/7/2022,5:00 AM,61,100,13,Fog
144,5/7/2022,6:00 AM,61,100,9,Fog
145,5/7/2022,7:00 AM,61,100,9,Mostly Cloudy
146,5/7/2022,8:00 AM,63,100,12,Mostly Cloudy
147,5/7/2022,9:00 AM,64,100,12,Mostly Cloudy
148,5/7/2022,10:00 AM,68,94,9,Partly Cloudy
149,5/7/2022,11:00 AM,72,83,9,Fair
150,5/7/2022,12:00 PM,77,57,12,Fair
151,5/7/2022,1:00 PM,81,45,7,Fair
152,5/7/2022,2:00 PM,81,51,13,Fair
153,5/7/2022,3:00 PM,82,51,13,Fair
154,5/7/2022,4:00 PM,79,57,14,Fair
155,5/7/2022,5:00 PM,79,54,16,Fair
156,5/7/2022,6:00 PM,79,51,13,Fair
157,5/7/2022,7:00 PM,77,57,15,Fair
158,5/7/2022,8:00 PM,73,73,15,Fair
159,5/7/2022,9:00 PM,72,83,15,Fair
160,5/7/2022,10:00 PM,68,100,13,Fair
161,5/7/2022,11:00 PM,70,94,13,Fair
162,5/7/2022,12:00 AM,68,100,9,Fair
163,5/8/2022,1:00 AM,66,100,12,Fair
164,5/8/2022,2:00 AM,64,100,12,Fair
165,5/9/2022,12:00 AM,66,100,14,Fair
166,5/9/2022,1:00 AM,64,100,15,Fair
167,5/9/2022,2:00 AM,64,100,14,Fair
168,5/9/2022,3:00 AM,63,0,13,Partly Cloudy
169,5/9/2022,4:00 AM,63,100,16,Partly Cloudy
170,5/9/2022,5:00 AM,63,100,13,Partly Cloudy
171,5/9/2022,6:00 AM,63,100,9,Mostly Cloudy
172,5/9/2022,7:00 AM,63,100,9,Mostly Cloudy
173,5/9/2022,8:00 AM,63,100,10,Mostly Cloudy
174,5/9/2022,9:00 AM,66,100,13,Mostly Cloudy
175,5/9/2022,10:00 AM,68,100,8,Fair
176,5/9/2022,11:00 AM,73,83,12,Fair
177,5/9/2022,12:00 PM,77,69,6,Fair
178,5/9/2022,1:00 PM,81,51,9,Fair
179,5/9/2022,2:00 PM,88,33,8,Fair
180,5/9/2022,3:00 PM,93,24,7,Fair
181,5/9/2022,4:00 PM,99,17,7,Fair
182,5/9/2022,5:00 PM,97,28,12,Fair
183,5/9/2022,6:00 PM,93,34,13,Fair
184,5/9/2022,7:00 PM,86,45,12,Partly Cloudy
185,5/9/2022,8:00 PM,81,54,13,Partly Cloudy
186,5/9/2022,9:00 PM,77,65,14,Partly Cloudy
187,5/9/2022,10:00 PM,79,57,13,Fair
188,5/9/2022,11:00 PM,77,57,12,Fair
639,5/10/2022,12:00 AM,75,57,10,Fair
640,5/10/2022,1:00 AM,75,61,7,Fair
641,5/10/2022,2:00 AM,73,65,7,Fair
642,5/10/2022,3:00 AM,73,69,9,Fair
643,5/10/2022,4:00 AM,73,69,5,Fair
644,5/10/2022,5:00 AM,70,83,5,Fair
645,5/10/2022,6:00 AM,66,100,9,Fair
646,5/10/2022,7:00 AM,68,100,10,Fair
647,5/10/2022,8:00 AM,66,100,6,Fair
648,5/10/2022,9:00 AM,70,100,2,Fair
649,5/10/2022,10:00 AM,79,51,5,Partly Cloudy
650,5/10/2022,1:00 PM,95,19,5,Mostly Cloudy
651,5/10/2022,2:00 PM,95,19,2,Fair
652,5/10/2022,2:40 PM,88,35,12,Haze
653,5/10/2022,3:00 PM,86,43,17,Haze
654,5/10/2022,3:15 PM,84,45,16,Fair
655,5/10/2022,4:00 PM,91,29,7,Fair
656,5/10/2022,5:00 PM,95,25,12,Fair
657,5/10/2022,6:00 PM,97,18,8,Fair
658,5/10/2022,7:00 PM,95,22,9,Fair
659,5/10/2022,8:00 PM,91,24,9,Fair
660,5/10/2022,9:00 PM,90,20,8,Fair
661,5/10/2022,10:00 PM,84,28,7,Fair
662,5/10/2022,11:00 PM,82,30,7,Fair
213,5/11/2022,12:00 AM,73,69,10,Fair
214,5/11/2022,1:00 AM,73,65,5,Fair
215,5/11/2022,2:00 AM,75,47,6,Fair
216,5/11/2022,3:00 AM,75,47,6,Fair
217,5/11/2022,4:00 AM,72,64,5,Fair
218,5/11/2022,5:00 AM,72,64,2,Fair
219,5/11/2022,6:00 AM,72,64,2,Fair
220,5/11/2022,7:00 AM,70,68,3,Partly Cloudy
221,5/11/2022,8:00 AM,73,47,7,Mostly Cloudy
222,5/11/2022,9:00 AM,81,23,8,Mostly Cloudy
223,5/11/2022,10:00 AM,86,15,6,Partly Cloudy
224,5/11/2022,11:00 AM,79,57,20,Mostly Cloudy
225,5/11/2022,12:00 PM,79,47,7,Mostly Cloudy
226,5/11/2022,1:00 PM,79,57,6,Mostly Cloudy
227,5/11/2022,2:00 PM,84,42,6,Mostly Cloudy
228,5/11/2022,3:00 PM,90,31,12,Mostly Cloudy
229,5/11/2022,4:00 PM,91,24,9,Partly Cloudy
230,5/11/2022,5:00 PM,84,42,15,Fair
231,5/11/2022,6:00 PM,79,61,13,Fair
232,5/11/2022,7:00 PM,77,57,17,Fair
233,5/11/2022,8:00 PM,73,73,13,Fair
234,5/11/2022,9:00 PM,72,53,10,Fair
235,5/11/2022,10:00 PM,70,100,8,Fair
236,5/11/2022,11:00 PM,68,100,9,Fair
663,5/12/2022,12:00 AM,68,100,9,Partly Cloudy
664,5/12/2022,1:00 AM,68,100,7,Fog
665,5/12/2022,2:00 AM,66,100,7,Fog
666,5/12/2022,3:00 AM,66,100,7,Partly Cloudy
667,5/12/2022,4:00 AM,66,100,6,Partly Cloudy
668,5/12/2022,5:00 AM,66,100,6,Partly Cloudy
669,5/12/2022,6:00 AM,66,100,466,Partly Cloudy / Windy
670,5/12/2022,7:00 AM,64,100,0,Fair
671,5/12/2022,8:00 AM,64,100,3,Mostly Cloudy
672,5/12/2022,8:40 AM,66,100,3,Fog
673,5/12/2022,9:00 AM,66,100,3,Fog
674,5/12/2022,10:00 AM,70,94,8,Partly Cloudy
675,5/12/2022,11:00 AM,73,65,8,Fair
676,5/12/2022,12:00 PM,77,47,8,Fair
677,5/12/2022,1:00 PM,81,39,8,Fair
678,5/12/2022,2:00 PM,81,45,15,Fair
679,5/12/2022,3:00 PM,81,42,15,Fair
680,5/12/2022,4:00 PM,79,44,16,Fair
681,5/12/2022,5:00 PM,81,39,16,Fair
682,5/12/2022,6:00 PM,77,47,14,Fair
683,5/12/2022,7:00 PM,75,57,15,Fair
684,5/12/2022,8:00 PM,73,65,13,Fair
685,5/12/2022,9:00 PM,70,78,12,Fair
686,5/12/2022,10:00 PM,68,94,10,Fair
687,5/12/2022,11:00 PM,68,94,9,Fair
261,5/13/2022,12:00 AM,68,100,12,Fair
262,5/13/2022,1:00 AM,66,100,12,Fog
263,5/13/2022,2:00 AM,66,100,9,Fair
264,5/13/2022,3:00 AM,64,100,9,Fog
265,5/13/2022,4:00 AM,64,100,8,Fair
266,5/13/2022,5:00 AM,61,100,5,Fog
267,5/13/2022,6:00 AM,61,100,5,Fog
268,5/13/2022,7:00 AM,61,100,6,Fog
269,5/13/2022,8:00 AM,63,100,7,Mostly Cloudy
270,5/13/2022,9:00 AM,68,100,12,Mostly Cloudy
271,5/13/2022,10:00 AM,68,94,13,Mostly Cloudy
272,5/13/2022,11:00 AM,72,73,13,Partly Cloudy
273,5/13/2022,12:00 PM,75,53,12,Fair
274,5/13/2022,1:00 PM,79,44,12,Fair
275,5/13/2022,2:00 PM,82,35,7,Fair
276,5/13/2022,3:00 PM,84,30,5,Fair
277,5/13/2022,4:00 PM,88,25,3,Fair
278,5/13/2022,5:00 PM,81,48,18,Fair
279,5/13/2022,6:00 PM,79,51,17,Fair
280,5/13/2022,7:00 PM,75,53,20,Fair
281,5/13/2022,8:00 PM,72,69,17,Fair
282,5/13/2022,9:00 PM,70,78,13,Fair
283,5/13/2022,10:00 PM,70,68,12,Fair
284,5/13/2022,11:00 PM,70,68,12,Fair
285,5/14/2022,12:00 AM,68,78,9,Fair
286,5/14/2022,1:00 AM,68,78,9,Fair
287,5/14/2022,2:00 AM,66,94,12,Fair
288,5/14/2022,3:00 AM,66,100,9,Fair
289,5/14/2022,4:00 AM,66,100,8,Fair
290,5/14/2022,5:00 AM,64,100,8,Fair
291,5/14/2022,6:00 AM,64,100,10,Fair
292,5/14/2022,7:00 AM,64,100,8,Fair
293,5/14/2022,8:00 AM,64,100,6,Fair
294,5/14/2022,9:00 AM,68,100,12,Partly Cloudy
295,5/14/2022,10:00 AM,70,94,13,Fair
296,5/14/2022,11:00 AM,73,83,9,Fair
297,5/14/2022,12:00 PM,77,57,9,Fair
298,5/14/2022,1:00 PM,82,42,9,Fair
299,5/14/2022,2:00 PM,82,48,15,Fair
300,5/14/2022,3:00 PM,81,51,13,Fair
301,5/14/2022,4:00 PM,81,51,17,Fair
302,5/14/2022,5:00 PM,81,48,15,Fair
303,5/14/2022,6:00 PM,79,47,18,Fair
304,5/14/2022,7:00 PM,75,61,17,Fair
305,5/14/2022,8:00 PM,72,73,18,Fair
306,5/14/2022,9:00 PM,72,78,15,Fair
307,5/14/2022,10:00 PM,70,83,16,Fair
308,5/14/2022,11:00 PM,70,88,18,Fair
309,5/15/2022,12:00 AM,68,94,15,Fair
310,5/15/2022,1:00 AM,68,94,14,Fair
311,5/15/2022,2:00 AM,68,94,12,Fair
312,5/15/2022,3:00 AM,66,100,12,Fair
313,5/15/2022,4:00 AM,66,100,12,Fair
314,5/15/2022,5:00 AM,64,100,9,Fair
315,5/15/2022,6:00 AM,64,100,8,Partly Cloudy
316,5/15/2022,7:00 AM,63,100,8,Partly Cloudy
317,5/15/2022,8:00 AM,66,100,12,Partly Cloudy
318,5/15/2022,9:00 AM,68,94,16,Mostly Cloudy
319,5/15/2022,10:00 AM,72,83,15,Partly Cloudy
320,5/15/2022,11:00 AM,73,73,15,Fair
321,5/15/2022,12:00 PM,77,54,15,Fair
322,5/15/2022,1:00 PM,81,45,15,Fair
323,5/15/2022,2:00 PM,82,42,16,Fair
324,5/15/2022,3:00 PM,82,37,16,Fair
325,5/15/2022,4:00 PM,86,31,15,Fair
326,5/15/2022,5:00 PM,86,29,16,Fair
327,5/15/2022,6:00 PM,86,27,16,Fair
328,5/15/2022,7:00 PM,82,32,17,Fair
329,5/15/2022,8:00 PM,79,39,18,Fair
330,5/15/2022,9:00 PM,73,50,17,Fair
331,5/15/2022,10:00 PM,72,53,17,Fair
332,5/15/2022,11:00 PM,54,0,15,Fair
333,5/16/2022,12:00 AM,66,88,14,Fair
334,5/16/2022,1:00 AM,66,100,13,Fair
335,5/16/2022,2:00 AM,64,100,14,Fair
336,5/16/2022,3:00 AM,64,100,13,Fair
337,5/16/2022,4:00 AM,63,100,0,Fair
338,5/16/2022,5:00 AM,63,100,12,Fair
339,5/16/2022,6:00 AM,61,100,9,Fair
340,5/16/2022,7:00 AM,61,100,9,Partly Cloudy
341,5/16/2022,8:00 AM,63,100,14,Mostly Cloudy
342,5/16/2022,9:00 AM,66,94,15,Fair
343,5/16/2022,10:00 AM,70,83,17,Fair
344,5/16/2022,11:00 AM,73,65,16,Fair
345,5/16/2022,12:00 PM,77,50,16,Fair
346,5/16/2022,1:00 PM,81,39,15,Fair
347,5/16/2022,2:00 PM,82,35,13,Fair
348,5/16/2022,3:00 PM,82,45,18,Fair
349,5/16/2022,4:00 PM,84,40,17,Fair
350,5/16/2022,5:00 PM,81,48,22,Fair / Windy
351,5/16/2022,6:00 PM,81,48,20,Fair
352,5/16/2022,7:00 PM,79,44,17,Fair
353,5/16/2022,8:00 PM,75,57,17,Fair
354,5/16/2022,9:00 PM,72,69,15,Fair
355,5/16/2022,10:00 PM,68,88,12,Fair
356,5/16/2022,11:00 PM,68,94,16,Fair
357,5/17/2022,12:00 AM,68,94,16,Fair
358,5/17/2022,1:00 AM,64,100,14,Fair
359,5/17/2022,2:00 AM,66,100,16,Mostly Cloudy
360,5/17/2022,3:00 AM,64,100,10,Mostly Cloudy
361,5/17/2022,4:00 AM,63,100,9,Fair
362,5/17/2022,5:00 AM,63,100,9,Fair
363,5/17/2022,6:00 AM,63,100,9,Fair
364,5/17/2022,7:00 AM,61,100,7,Fair
365,5/17/2022,8:00 AM,63,100,7,Partly Cloudy
366,5/17/2022,9:00 AM,68,88,15,Partly Cloudy
367,5/17/2022,10:00 AM,70,83,17,Partly Cloudy
368,5/17/2022,11:00 AM,73,69,15,Fair
369,5/17/2022,12:00 PM,77,47,15,Fair
370,5/17/2022,1:00 PM,79,51,18,Fair
371,5/17/2022,2:00 PM,81,48,20,Fair
372,5/17/2022,3:00 PM,81,48,21,Fair / Windy
373,5/17/2022,4:00 PM,82,37,18,Fair
374,5/17/2022,5:00 PM,81,39,20,Fair
375,5/17/2022,6:00 PM,79,42,20,Fair
376,5/17/2022,9:00 PM,70,73,16,Fair
377,5/17/2022,10:00 PM,68,88,18,Fair
378,5/17/2022,11:00 PM,66,100,15,Fair
379,5/18/2022,12:00 AM,63,100,14,Fair
380,5/18/2022,1:00 AM,64,100,14,Partly Cloudy
381,5/18/2022,2:00 AM,64,100,13,Fair
382,5/18/2022,3:00 AM,63,100,13,Fair
383,5/18/2022,4:00 AM,63,100,12,Fair
384,5/18/2022,6:00 AM,64,100,16,Mostly Cloudy
385,5/18/2022,7:00 AM,64,100,17,Fair
386,5/18/2022,8:00 AM,66,94,16,Mostly Cloudy
387,5/18/2022,9:00 AM,68,88,18,Mostly Cloudy
388,5/18/2022,10:00 AM,70,83,18,Mostly Cloudy
389,5/18/2022,11:00 AM,73,69,17,Mostly Cloudy
390,5/18/2022,12:00 PM,75,61,18,Partly Cloudy
391,5/18/2022,1:00 PM,77,54,21,Partly Cloudy / Windy
392,5/18/2022,2:00 PM,79,51,21,Fair / Windy
393,5/18/2022,3:00 PM,79,51,22,Fair / Windy
394,5/18/2022,4:00 PM,79,51,23,Fair / Windy
395,5/18/2022,5:00 PM,79,51,24,Fair / Windy
396,5/18/2022,6:00 PM,77,57,24,Fair / Windy
397,5/18/2022,7:00 PM,73,69,24,Fair / Windy
398,5/18/2022,8:00 PM,72,78,24,Fair / Windy
399,5/18/2022,9:00 PM,68,88,24,Partly Cloudy / Windy
400,5/18/2022,10:00 PM,68,94,22,Partly Cloudy / Windy
401,5/18/2022,11:00 PM,68,94,20,Partly Cloudy
402,5/19/2022,12:00 AM,68,94,18,Partly Cloudy
403,5/19/2022,1:00 AM,68,100,16,Partly Cloudy
404,5/19/2022,2:00 AM,66,100,17,Partly Cloudy
405,5/19/2022,3:00 AM,66,100,15,Partly Cloudy
406,5/19/2022,4:00 AM,66,100,14,Partly Cloudy
407,5/19/2022,5:00 AM,64,100,13,Partly Cloudy
408,5/19/2022,6:00 AM,64,100,14,Partly Cloudy
409,5/19/2022,7:00 AM,66,100,14,Mostly Cloudy
410,5/19/2022,8:00 AM,66,100,14,Mostly Cloudy
411,5/19/2022,9:00 AM,68,100,17,Cloudy
412,5/19/2022,10:00 AM,70,94,20,Cloudy
413,5/19/2022,11:00 AM,75,78,18,Mostly Cloudy
414,5/19/2022,12:00 PM,73,83,20,Cloudy
415,5/19/2022,1:00 PM,75,78,20,Cloudy
416,5/19/2022,2:00 PM,77,69,18,Partly Cloudy
417,5/19/2022,3:00 PM,79,61,22,Partly Cloudy / Windy
418,5/19/2022,4:00 PM,79,57,21,Fair / Windy
419,5/19/2022,5:00 PM,79,57,22,Fair / Windy
420,5/19/2022,6:00 PM,77,61,20,Fair
421,5/19/2022,7:00 PM,73,73,24,Partly Cloudy / Windy
422,5/19/2022,8:00 PM,72,78,20,Partly Cloudy
423,5/19/2022,9:00 PM,68,94,20,Mostly Cloudy
424,5/19/2022,10:00 PM,68,94,18,Mostly Cloudy
425,5/19/2022,11:00 PM,68,94,21,Cloudy / Windy
426,5/20/2022,12:00 AM,68,94,18,Cloudy
427,5/20/2022,1:00 AM,68,94,18,Cloudy
428,5/20/2022,2:00 AM,68,94,17,Cloudy
429,5/20/2022,3:00 AM,68,100,15,Cloudy
430,5/20/2022,4:00 AM,68,100,14,Cloudy
431,5/20/2022,5:00 AM,68,100,15,Cloudy
432,5/20/2022,6:00 AM,66,100,14,Cloudy
433,5/20/2022,7:00 AM,68,100,14,Cloudy
434,5/20/2022,8:00 AM,68,100,17,Cloudy
435,5/20/2022,9:00 AM,68,100,15,Mostly Cloudy
436,5/20/2022,10:00 AM,72,46,16,Mostly Cloudy
437,5/20/2022,11:00 AM,75,78,16,Partly Cloudy
438,5/20/2022,12:00 PM,79,61,16,Partly Cloudy
439,5/20/2022,1:00 PM,79,54,16,Partly Cloudy
440,5/20/2022,2:00 PM,79,57,22,Fair / Windy
441,5/20/2022,3:00 PM,79,57,23,Fair / Windy
442,5/20/2022,4:00 PM,81,51,23,Fair / Windy
443,5/20/2022,5:00 PM,79,54,23,Fair / Windy
444,5/20/2022,6:00 PM,77,57,24,Fair / Windy
445,5/20/2022,7:00 PM,75,57,22,Fair / Windy
446,5/20/2022,8:00 PM,75,57,21,Fair / Windy
447,5/20/2022,9:00 PM,68,94,21,Fair / Windy
448,5/20/2022,10:00 PM,68,100,21,Fair / Windy
449,5/20/2022,11:00 PM,66,100,16,Fair
450,5/21/2022,12:00 AM,66,100,17,Partly Cloudy
451,5/21/2022,1:00 AM,66,100,18,Partly Cloudy
452,5/21/2022,3:00 AM,66,100,17,Partly Cloudy
453,5/21/2022,4:00 AM,66,94,16,Partly Cloudy
454,5/21/2022,5:00 AM,66,94,18,Partly Cloudy
455,5/21/2022,6:00 AM,66,94,18,Mostly Cloudy
456,5/21/2022,7:00 AM,66,94,18,Cloudy
457,5/21/2022,8:00 AM,68,88,20,Fair
458,5/21/2022,9:00 AM,68,88,21,Fair / Windy
459,5/21/2022,10:00 AM,70,83,20,Mostly Cloudy
460,5/21/2022,11:00 AM,73,65,21,Mostly Cloudy / Windy
461,5/21/2022,12:00 PM,75,57,18,Partly Cloudy
462,5/21/2022,1:00 PM,77,50,21,Fair / Windy
463,5/21/2022,2:00 PM,79,47,21,Fair / Windy
464,5/21/2022,3:00 PM,81,45,20,Fair
465,5/21/2022,4:00 PM,82,42,20,Fair
466,5/21/2022,5:00 PM,81,42,22,Fair / Windy
467,5/21/2022,6:00 PM,77,50,22,Fair / Windy
468,5/21/2022,7:00 PM,75,53,22,Fair / Windy
469,5/21/2022,8:00 PM,73,61,18,Fair
470,5/21/2022,9:00 PM,68,78,20,Fair
471,5/21/2022,10:00 PM,68,78,21,Partly Cloudy / Windy
472,5/21/2022,11:00 PM,68,83,21,Partly Cloudy / Windy
473,5/22/2022,12:00 AM,68,83,22,Partly Cloudy / Windy
474,5/22/2022,1:00 AM,66,88,23,Partly Cloudy / Windy
475,5/22/2022,2:00 AM,66,88,22,Partly Cloudy / Windy
476,5/22/2022,3:00 AM,66,94,16,Partly Cloudy
477,5/22/2022,4:00 AM,66,94,16,Partly Cloudy
478,5/22/2022,5:00 AM,66,94,23,Partly Cloudy / Windy
479,5/22/2022,6:00 AM,66,94,20,Partly Cloudy
480,5/22/2022,7:00 AM,0,0,18,Cloudy
481,5/22/2022,8:00 AM,0,0,22,Mostly Cloudy / Windy
482,5/22/2022,9:00 AM,68,88,22,Mostly Cloudy / Windy
483,5/22/2022,10:00 AM,70,73,22,Mostly Cloudy / Windy
