,date,time,temp,hum,wind,condition
0,6/1/2022,12:00 AM,68,100,8,Fair
1,6/1/2022,1:00 AM,68,100,5,Fair
2,6/1/2022,2:00 AM,66,100,8,Fair
3,6/1/2022,3:00 AM,66,100,3,Fair
4,6/1/2022,4:00 AM,66,100,3,Fair
5,6/1/2022,5:00 AM,64,100,5,Fair
6,6/1/2022,6:00 AM,64,100,5,Partly Cloudy
7,6/1/2022,7:00 AM,64,100,6,Fog
8,6/1/2022,8:00 AM,64,100,3,Fog
9,6/1/2022,8:13 AM,64,100,2,Fog
10,6/1/2022,9:00 AM,66,100,3,Fog
11,6/1/2022,10:00 AM,72,100,6,Mostly Cloudy
12,6/1/2022,11:00 AM,73,94,7,Mostly Cloudy
13,6/1/2022,12:00 PM,75,89,7,Partly Cloudy
14,6/1/2022,1:00 PM,79,69,7,Partly Cloudy
15,6/1/2022,2:00 PM,81,51,8,Mostly Cloudy
16,6/1/2022,3:00 PM,81,54,12,Fair
17,6/1/2022,4:00 PM,82,48,10,Fair
18,6/1/2022,5:00 PM,82,48,15,Fair
19,6/1/2022,6:00 PM,82,48,15,Fair
20,6/1/2022,7:00 PM,79,54,15,Fair
21,6/1/2022,8:00 PM,77,57,17,Fair
22,6/1/2022,9:00 PM,73,69,14,Fair
23,6/1/2022,10:00 PM,73,69,12,Fair
24,6/2/2022,12:00 AM,72,94,9,Fair
25,6/2/2022,1:00 AM,72,100,8,Fair
26,6/2/2022,2:00 AM,72,83,12,Fair
27,6/2/2022,3:00 AM,70,88,15,Fair
28,6/2/2022,4:00 AM,70,100,10,Fair
29,6/2/2022,5:00 AM,70,100,13,Partly Cloudy
30,6/2/2022,6:00 AM,70,100,13,Partly Cloudy
31,6/2/2022,7:00 AM,70,100,15,Mostly Cloudy
32,6/2/2022,8:00 AM,70,100,18,Fair
33,6/2/2022,9:00 AM,72,94,16,Fair
34,6/2/2022,10:00 AM,73,83,17,Partly Cloudy
35,6/2/2022,11:00 AM,77,57,16,Partly Cloudy
36,6/2/2022,12:00 PM,79,51,14,Partly Cloudy
37,6/2/2022,1:00 PM,82,39,14,Partly Cloudy
38,6/2/2022,2:00 PM,82,42,20,Partly Cloudy
39,6/2/2022,3:00 PM,82,39,21,Partly Cloudy / Windy
40,6/2/2022,4:00 PM,82,39,20,Partly Cloudy
41,6/2/2022,5:00 PM,82,35,18,Partly Cloudy
42,6/2/2022,6:00 PM,81,34,20,Partly Cloudy
43,6/2/2022,7:00 PM,79,39,18,Partly Cloudy
44,6/2/2022,8:00 PM,0,0,18,Partly Cloudy
45,6/2/2022,9:00 PM,73,57,17,Partly Cloudy
46,6/2/2022,10:00 PM,72,57,17,Fair
47,6/2/2022,11:00 PM,70,73,15,Fair
48,6/3/2022,12:00 AM,70,78,15,Fair
49,6/3/2022,1:00 AM,68,94,14,Fair
50,6/3/2022,2:00 AM,68,94,13,Fair
