,date,time,temp,hum,wind,condition
0,1/72022,12:00 AM,66,100,18,Mostly Cloudy
1,1/72022,1:00 AM,66,100,13,Partly Cloudy
2,1/72022,2:00 AM,66,100,12,Partly Cloudy
3,1/72022,3:00 AM,64,100,12,Partly Cloudy
4,1/72022,4:00 AM,64,100,7,Mostly Cloudy
5,1/72022,5:00 AM,66,100,14,Cloudy
6,1/72022,6:00 AM,68,100,15,Cloudy
7,1/72022,7:00 AM,68,73,12,Cloudy
8,1/72022,8:00 AM,68,83,10,Cloudy
9,1/72022,9:00 AM,68,100,12,Cloudy
10,1/72022,10:00 AM,72,60,18,Cloudy
11,1/72022,11:00 AM,73,53,18,Mostly Cloudy
12,1/72022,12:00 PM,75,50,20,Mostly Cloudy
13,1/72022,1:00 PM,77,47,18,Partly Cloudy
14,1/72022,2:00 PM,79,44,21,Fair / Windy
15,1/72022,3:00 PM,79,44,22,Fair / Windy
16,1/72022,4:00 PM,79,44,22,Fair / Windy
17,1/72022,5:00 PM,79,44,21,Fair / Windy
18,1/72022,6:00 PM,77,50,22,Fair / Windy
19,1/72022,7:00 PM,75,53,23,Fair / Windy
20,1/72022,8:00 PM,75,53,23,Fair / Windy
21,1/72022,9:00 PM,70,68,21,Fair / Windy
22,1/72022,10:00 PM,70,78,17,Partly Cloudy
23,1/72022,11:00 PM,68,94,16,Partly Cloudy
24,2/72022,12:00 AM,68,100,14,Fair
25,2/72022,1:00 AM,66,100,12,Fair
26,2/72022,2:00 AM,68,100,13,Fair
27,2/72022,3:00 AM,68,100,13,Fair
28,2/72022,4:00 AM,68,78,14,Partly Cloudy
29,2/72022,5:00 AM,66,100,9,Fair
30,2/72022,6:00 AM,66,100,12,Fair
31,2/72022,7:00 AM,64,100,6,Fair
32,2/72022,8:00 AM,66,100,10,Partly Cloudy
33,2/72022,9:00 AM,70,100,15,Fair
34,2/72022,10:00 AM,73,65,20,Partly Cloudy
35,2/72022,11:00 AM,75,53,20,Fair
36,2/72022,12:00 PM,79,51,17,Fair
37,2/72022,1:00 PM,81,45,18,Fair
38,2/72022,2:00 PM,82,39,18,Fair
39,2/72022,3:00 PM,82,42,18,Fair
40,2/72022,4:00 PM,82,39,20,Fair
41,2/72022,5:00 PM,82,48,23,Fair / Windy
42,2/72022,6:00 PM,79,47,21,Fair / Windy
43,2/72022,7:00 PM,77,50,21,Fair / Windy
44,2/72022,8:00 PM,75,53,22,Fair / Windy
45,2/72022,9:00 PM,72,64,22,Fair / Windy
46,2/72022,10:00 PM,70,83,21,Fair / Windy
47,2/72022,11:00 PM,70,88,20,Mostly Cloudy
48,3/72022,12:00 AM,68,100,18,Mostly Cloudy
49,3/72022,1:00 AM,68,100,18,Partly Cloudy
50,3/72022,2:00 AM,68,100,17,Mostly Cloudy
51,3/72022,3:00 AM,66,100,14,Partly Cloudy
52,3/72022,4:00 AM,66,100,12,Partly Cloudy
53,3/72022,5:00 AM,64,100,12,Partly Cloudy
54,3/72022,6:00 AM,64,100,10,Partly Cloudy
55,3/72022,7:00 AM,64,100,9,Fair
56,3/72022,8:00 AM,64,100,14,Fair
57,3/72022,9:00 AM,68,100,18,Fair
58,3/72022,10:00 AM,72,88,22,Mostly Cloudy / Windy
59,3/72022,11:00 AM,73,78,23,Mostly Cloudy / Windy
60,3/72022,12:00 PM,77,54,23,Fair / Windy
61,3/72022,1:00 PM,81,48,23,Fair / Windy
62,3/72022,2:00 PM,82,42,24,Fair / Windy
63,3/72022,3:00 PM,82,42,24,Fair / Windy
64,3/72022,4:00 PM,84,40,24,Fair / Windy
65,3/72022,5:00 PM,82,42,23,Fair / Windy
66,3/72022,6:00 PM,81,45,24,Fair / Windy
67,3/72022,7:00 PM,77,54,24,Fair / Windy
68,3/72022,8:00 PM,75,57,24,Fair / Windy
69,3/72022,9:00 PM,72,69,24,Fair / Windy
70,3/72022,10:00 PM,70,88,22,Fair / Windy
71,3/72022,11:00 PM,68,100,22,Fair / Windy
72,4/72022,12:00 AM,68,100,21,Fair / Windy
73,4/72022,1:00 AM,68,100,22,Partly Cloudy / Windy
74,4/72022,2:00 AM,68,100,20,Partly Cloudy
75,4/72022,4:00 AM,68,100,23,Partly Cloudy / Windy
76,4/72022,5:00 AM,68,100,24,Partly Cloudy / Windy
77,4/72022,6:00 AM,68,100,24,Partly Cloudy / Windy
78,4/72022,7:00 AM,68,100,21,Cloudy / Windy
79,4/72022,8:00 AM,68,100,23,Cloudy / Windy
80,4/72022,9:00 AM,70,94,24,Mostly Cloudy / Windy
81,4/72022,10:00 AM,72,88,23,Mostly Cloudy / Windy
82,4/72022,11:00 AM,73,78,24,Partly Cloudy / Windy
83,4/72022,12:00 PM,77,65,23,Fair / Windy
84,4/72022,1:00 PM,79,57,23,Fair / Windy
85,4/72022,2:00 PM,81,51,23,Fair / Windy
86,4/72022,3:00 PM,82,48,25,Fair / Windy
87,4/72022,4:00 PM,82,48,25,Fair / Windy
88,4/72022,5:00 PM,81,51,25,Fair / Windy
89,4/72022,6:00 PM,81,51,25,Fair / Windy
90,4/72022,7:00 PM,77,61,26,Fair / Windy
91,4/72022,8:00 PM,73,69,26,Fair / Windy
92,4/72022,9:00 PM,72,78,25,Fair / Windy
93,4/72022,10:00 PM,70,94,26,Partly Cloudy / Windy
94,4/72022,11:00 PM,68,100,26,Partly Cloudy / Windy
