,date,time,temp,hum,wind,condition
0,1/112022,12:00 AM,70,68,5,Fair
1,1/112022,1:00 AM,68,94,8,Fair
2,1/112022,2:00 AM,68,100,7,Fair
3,1/112022,3:00 AM,66,100,9,Fair
4,1/112022,4:00 AM,66,100,9,Fair
5,1/112022,5:00 AM,64,100,14,Fog
6,1/112022,6:00 AM,64,100,13,Fog
7,1/112022,7:00 AM,64,100,14,Fog
8,1/112022,8:00 AM,64,100,8,Fog
9,1/112022,8:10 AM,64,100,10,Fog
10,1/112022,,,,,
11,1/112022,,,,,
12,1/112022,,,,,
13,1/112022,,,,,
14,1/112022,,,,,
15,1/112022,,,,,
16,1/112022,,,,,
17,1/112022,,,,,
18,1/112022,,,,,
19,1/112022,,,,,
20,1/112022,,,,,
21,1/112022,,,,,
22,1/112022,,,,,
23,1/112022,,,,,
24,2/112022,12:00 AM,68,100,15,Fair
25,2/112022,1:00 AM,66,100,12,Partly Cloudy
26,2/112022,2:00 AM,66,100,12,Partly Cloudy
27,2/112022,3:00 AM,64,100,9,Partly Cloudy
28,2/112022,4:00 AM,64,100,6,Partly Cloudy
29,2/112022,5:00 AM,63,100,7,Fog
30,2/112022,6:00 AM,61,100,8,Fog
31,2/112022,7:00 AM,61,100,9,Fog
32,2/112022,8:00 AM,59,100,9,Fog
33,2/112022,9:00 AM,59,100,10,Fog
34,2/112022,9:40 AM,61,100,13,Fog
35,2/112022,10:00 AM,61,100,13,Fair
36,2/112022,11:00 AM,70,100,13,Fair
37,2/112022,12:00 PM,77,47,10,Fair
38,2/112022,1:00 PM,82,32,7,Fair
39,2/112022,2:00 PM,88,24,6,Fair
40,2/112022,3:00 PM,90,18,5,Fair
41,2/112022,4:00 PM,91,15,3,Fair
42,2/112022,5:00 PM,91,14,6,Fair
43,2/112022,6:00 PM,86,45,10,Fair
44,2/112022,7:00 PM,84,37,15,Fair
45,2/112022,8:00 PM,75,83,15,Fair
46,2/112022,9:00 PM,75,83,15,Fair
47,2/112022,10:00 PM,70,100,16,Fair
48,3/112022,12:00 AM,68,100,12,Fair
49,3/112022,1:00 AM,66,100,13,Fair
50,3/112022,3:00 AM,66,100,12,Fair
51,3/112022,4:00 AM,66,100,12,Fair
52,3/112022,5:00 AM,64,100,10,Partly Cloudy
53,3/112022,6:00 AM,63,100,10,Partly Cloudy
54,3/112022,6:40 AM,64,100,10,Fog
55,3/112022,6:50 AM,64,100,12,Fog
56,3/112022,7:00 AM,63,100,13,Fog
57,3/112022,8:00 AM,63,100,13,Fog
58,3/112022,9:00 AM,63,100,13,Fog
59,3/112022,10:00 AM,66,100,15,Fair
60,3/112022,11:00 AM,72,100,14,Fair
61,3/112022,12:00 PM,77,65,14,Fair
62,3/112022,1:00 PM,81,42,15,Fair
63,3/112022,2:00 PM,84,37,14,Fair
64,3/112022,3:00 PM,86,31,15,Fair
65,3/112022,4:00 PM,86,29,16,Fair
66,3/112022,5:00 PM,86,31,17,Fair
67,3/112022,6:00 PM,84,37,17,Fair
68,3/112022,7:00 PM,79,54,18,Fair
69,3/112022,8:00 PM,73,83,20,Fair
70,3/112022,9:00 PM,70,100,22,Fair / Windy
71,3/112022,10:00 PM,68,100,22,Fair / Windy
72,4/112022,12:00 AM,68,100,17,Mostly Cloudy
73,4/112022,1:00 AM,68,100,14,Mostly Cloudy
74,4/112022,2:00 AM,68,100,16,Mostly Cloudy
75,4/112022,3:00 AM,68,100,16,Mostly Cloudy
76,4/112022,4:00 AM,68,100,17,Mostly Cloudy
77,4/112022,5:00 AM,68,100,21,Mostly Cloudy / Windy
78,4/112022,2:00 PM,81,51,16,Fair
79,4/112022,3:00 PM,82,45,16,Fair
80,4/112022,4:00 PM,82,42,16,Fair
81,4/112022,5:00 PM,82,42,18,Fair
82,4/112022,6:00 PM,79,51,18,Fair
83,4/112022,7:00 PM,75,61,18,Fair
84,4/112022,8:00 PM,72,78,17,Fair
85,4/112022,9:00 PM,70,100,17,Fair
86,4/112022,10:00 PM,68,100,16,Fair
87,4/112022,11:00 PM,68,100,16,Fair
88,5/112022,12:00 AM,68,100,13,Fair
89,5/112022,1:00 AM,66,100,12,Fair
90,5/112022,2:00 AM,66,100,10,Fair
91,5/112022,3:00 AM,64,100,9,Fair
92,5/112022,4:00 AM,63,100,7,Fair
93,5/112022,5:00 AM,63,100,8,Fair
94,5/112022,6:00 AM,63,100,8,Fair
95,5/112022,7:00 AM,64,100,10,Fair
96,5/112022,8:00 AM,63,100,10,Fair
97,5/112022,9:00 AM,64,100,9,Partly Cloudy
98,5/112022,10:00 AM,68,100,12,Fair
99,5/112022,11:00 AM,72,100,17,Mostly Cloudy
100,5/112022,12:00 PM,75,89,16,Fair
101,5/112022,1:00 PM,77,61,14,Fair
102,5/112022,2:00 PM,79,51,13,Fair
103,5/112022,3:00 PM,82,39,13,Fair
104,5/112022,4:00 PM,82,39,12,Fair
105,5/112022,5:00 PM,82,42,15,Fair
106,5/112022,6:00 PM,81,48,16,Fair
107,5/112022,7:00 PM,77,57,16,Partly Cloudy
108,5/112022,8:00 PM,73,73,16,Fair
109,5/112022,9:00 PM,72,88,15,Fair
110,5/112022,10:00 PM,70,100,16,Fair
111,5/112022,11:00 PM,68,100,14,Fair
112,6/112022,12:00 AM,66,100,15,Fair
113,6/112022,1:00 AM,66,100,14,Partly Cloudy
114,6/112022,1:00 AM,66,100,12,Fog
115,6/112022,2:00 AM,64,100,12,Fog
116,6/112022,3:00 AM,63,100,9,Fog
117,6/112022,4:00 AM,63,100,8,Fog
118,6/112022,5:00 AM,64,100,12,Fog
119,6/112022,7:00 AM,66,100,15,Fog
120,6/112022,8:00 AM,63,100,12,Fog
121,6/112022,9:00 AM,66,100,13,Fog
122,6/112022,9:15 AM,66,100,14,Partly Cloudy
123,6/112022,10:00 AM,68,100,14,Partly Cloudy
124,6/112022,11:00 AM,72,100,14,Fair
125,6/112022,12:00 PM,75,73,14,Fair
126,6/112022,1:00 PM,79,51,12,Fair
127,6/112022,2:00 PM,82,39,12,Fair
128,6/112022,3:00 PM,86,31,7,Fair
129,6/112022,4:00 PM,88,24,7,Fair
130,6/112022,5:00 PM,88,22,7,Fair
131,6/112022,6:00 PM,86,25,8,Fair
132,6/112022,7:00 PM,86,25,8,Fair
133,6/112022,8:00 PM,73,78,20,Fair
134,6/112022,9:00 PM,70,100,21,Fair / Windy
135,6/112022,10:00 PM,68,100,21,Fair / Windy
136,7/112022,12:00 AM,66,100,18,Partly Cloudy
137,7/112022,1:00 AM,66,100,15,Partly Cloudy
138,7/112022,2:00 AM,66,100,15,Partly Cloudy
139,7/112022,3:00 AM,68,100,15,Partly Cloudy
140,7/112022,4:00 AM,64,100,10,Partly Cloudy
141,7/112022,5:00 AM,64,100,13,Partly Cloudy
142,7/112022,6:00 AM,63,100,12,Fog
143,7/112022,6:30 AM,63,100,8,Fog
144,7/112022,7:00 AM,61,100,8,Fog
145,7/112022,7:35 AM,61,100,5,Fog
146,7/112022,8:00 AM,61,100,6,Fog
147,7/112022,9:00 AM,59,100,8,Fog
148,7/112022,9:25 AM,61,100,8,Fog
149,7/112022,9:40 AM,61,100,9,Fog
150,7/112022,10:00 AM,63,100,12,Partly Cloudy
151,7/112022,11:00 AM,72,78,9,Fair
152,7/112022,12:00 PM,77,44,9,Fair
153,7/112022,1:00 PM,81,34,8,Fair
154,7/112022,2:00 PM,84,27,7,Fair
155,7/112022,3:00 PM,88,19,5,Fair
156,7/112022,4:00 PM,90,16,6,Fair
157,7/112022,5:00 PM,86,35,13,Fair
158,7/112022,6:00 PM,82,54,14,Fair
159,7/112022,7:00 PM,79,61,15,Fair
160,8/112022,12:00 AM,66,100,14,Partly Cloudy
161,8/112022,12:20 AM,66,100,14,Mostly Cloudy
162,8/112022,1:00 AM,64,100,15,Mostly Cloudy
163,8/112022,2:00 AM,64,100,9,Mostly Cloudy
164,8/112022,3:00 AM,63,100,13,Mostly Cloudy
165,8/112022,4:00 AM,63,100,12,Partly Cloudy
166,8/112022,5:00 AM,63,100,9,Partly Cloudy
167,8/112022,6:00 AM,61,100,8,Fog
168,8/112022,7:00 AM,61,100,10,Fog
169,8/112022,8:00 AM,61,100,13,Fog
170,8/112022,9:00 AM,61,100,13,Fog
171,8/112022,10:00 AM,64,100,10,Fog
172,8/112022,10:20 AM,66,100,12,Fair
173,8/112022,11:00 AM,70,100,14,Fair
174,8/112022,12:00 PM,75,57,14,Fair
175,8/112022,1:00 PM,81,39,8,Fair
176,8/112022,2:00 PM,84,30,8,Fair
177,8/112022,3:00 PM,88,24,10,Fair
178,8/112022,4:00 PM,88,27,12,Fair
179,8/112022,5:00 PM,88,31,14,Fair
180,8/112022,6:00 PM,84,35,15,Fair
181,8/112022,7:00 PM,79,51,17,Fair
182,8/112022,8:00 PM,72,83,22,Fair / Windy
183,8/112022,9:00 PM,68,100,20,Fair
184,9/112022,12:00 AM,66,100,16,Fair
185,9/112022,1:00 AM,66,100,21,Fair / Windy
186,9/112022,2:00 AM,64,100,10,Fair
187,9/112022,3:00 AM,64,100,9,Fair
188,9/112022,4:00 AM,63,100,12,Fair
189,9/112022,5:00 AM,63,100,12,Fair
190,9/112022,6:00 AM,64,100,20,Fair
191,9/112022,7:00 AM,64,100,20,Mostly Cloudy
192,9/112022,8:00 AM,64,100,15,Cloudy
193,9/112022,9:00 AM,66,100,18,Cloudy
194,9/112022,10:00 AM,68,100,18,Partly Cloudy
195,9/112022,11:00 AM,72,100,22,Fair / Windy
196,9/112022,12:00 PM,73,78,17,Fair
197,9/112022,1:00 PM,79,54,15,Fair
198,9/112022,2:00 PM,82,39,15,Fair
199,9/112022,3:00 PM,84,30,15,Fair
200,9/112022,4:00 PM,84,30,15,Fair
201,9/112022,5:00 PM,82,39,18,Fair
202,9/112022,6:00 PM,79,47,20,Fair
203,9/112022,7:00 PM,75,61,21,Fair / Windy
204,9/112022,8:00 PM,70,94,21,Fair / Windy
205,9/112022,9:00 PM,68,100,20,Fair
206,9/112022,10:00 PM,68,100,21,Fair / Windy
207,9/112022,11:00 PM,66,100,20,Fair
208,10/112022,12:00 AM,66,100,18,Fair
209,10/112022,1:00 AM,64,100,17,Fair
210,10/112022,2:00 AM,64,100,16,Fair
211,10/112022,3:00 AM,64,100,14,Fair
212,10/112022,4:00 AM,63,100,12,Fair
213,10/112022,5:00 AM,63,100,15,Cloudy
214,10/112022,6:00 AM,63,100,17,Mostly Cloudy
215,10/112022,7:00 AM,63,100,13,Mostly Cloudy
216,10/112022,8:00 AM,63,100,13,Fair
217,10/112022,9:00 AM,63,100,12,Fair
218,10/112022,10:00 AM,66,100,14,Fair
219,10/112022,11:00 AM,70,100,15,Fair
220,10/112022,12:00 PM,73,73,0,Fair
221,10/112022,1:00 PM,79,51,15,Fair
222,10/112022,2:00 PM,81,42,16,Fair
223,10/112022,3:00 PM,84,30,13,Fair
224,10/112022,4:00 PM,84,30,16,Fair
225,10/112022,5:00 PM,84,33,15,Fair
226,10/112022,6:00 PM,81,45,17,Fair
227,10/112022,8:00 PM,73,73,16,Fair
228,10/112022,9:00 PM,70,100,16,Fair
229,10/112022,10:00 PM,68,100,15,Fair
230,10/112022,11:00 PM,66,100,15,Fair
231,11/112022,12:00 AM,66,100,12,Fair
232,11/112022,1:00 AM,64,100,15,Fair
233,11/112022,2:00 AM,64,100,14,Fair
234,11/112022,3:00 AM,63,100,12,Mostly Cloudy
235,11/112022,4:00 AM,63,100,12,Mostly Cloudy
236,11/112022,5:00 AM,61,100,13,Mostly Cloudy
237,11/112022,6:00 AM,61,100,12,Fog
238,11/112022,7:00 AM,61,100,12,Fog
239,11/112022,8:00 AM,61,100,14,Fog
240,11/112022,8:20 AM,61,100,14,Fog
241,11/112022,8:40 AM,61,100,14,Fog
242,11/112022,9:00 AM,61,100,13,Fog
243,11/112022,9:30 AM,61,100,13,Mostly Cloudy
244,11/112022,9:45 AM,63,100,14,Partly Cloudy
245,11/112022,10:00 AM,63,100,14,Fair
246,11/112022,11:00 AM,70,64,12,Fair
247,11/112022,12:00 PM,73,47,13,Fair
248,11/112022,1:00 PM,81,30,10,Fair
249,11/112022,2:00 PM,84,20,12,Fair
250,11/112022,3:00 PM,88,15,7,Fair
251,11/112022,4:00 PM,90,15,5,Fair
252,11/112022,5:00 PM,93,9,5,Fair
253,11/112022,6:00 PM,88,19,12,Fair
254,11/112022,7:00 PM,81,42,16,Mostly Cloudy
255,12/112022,12:00 AM,68,100,9,Fair
256,12/112022,1:00 AM,68,100,9,Fair
257,12/112022,2:00 AM,68,100,6,Fair
258,12/112022,3:00 AM,68,100,8,Fair
259,12/112022,4:00 AM,68,73,9,Fair
260,12/112022,5:00 AM,68,56,10,Fair
261,12/112022,6:00 AM,66,43,10,Fair
262,12/112022,7:00 AM,64,32,9,Fair
263,12/112022,9:00 AM,0,0,9,Partly Cloudy
264,12/112022,10:00 AM,75,11,14,Fair
265,12/112022,11:00 AM,82,11,16,Fair
266,12/112022,12:00 PM,86,10,14,Fair
267,12/112022,1:00 PM,90,9,17,Fair
268,12/112022,2:00 PM,90,9,20,Fair
269,12/112022,3:00 PM,90,9,13,Fair
270,12/112022,4:00 PM,91,8,14,Fair
271,12/112022,5:00 PM,91,8,14,Fair
272,12/112022,6:00 PM,93,8,20,Fair
273,12/112022,7:00 PM,88,9,13,Fair
274,12/112022,8:00 PM,82,12,10,Fair
275,12/112022,9:00 PM,81,13,12,Fair
276,12/112022,10:00 PM,79,14,12,Fair
277,12/112022,11:00 PM,75,15,10,Fair
278,13/112022,12:00 AM,73,15,10,Fair
279,13/112022,1:00 AM,72,17,14,Fair
280,13/112022,2:00 AM,70,17,12,Fair
281,13/112022,3:00 AM,72,16,14,Fair
282,13/112022,4:00 AM,70,17,12,Fair
283,13/112022,5:00 AM,68,18,12,Fair
284,13/112022,6:00 AM,68,18,14,Fair
285,13/112022,7:00 AM,0,0,0,Fair
286,13/112022,8:00 AM,66,19,14,Fair
287,13/112022,9:00 AM,72,17,12,Fair
288,13/112022,10:00 AM,73,18,18,Fair
289,13/112022,11:00 AM,77,17,21,Fair / Windy
290,13/112022,12:00 PM,82,14,21,Fair / Windy
291,13/112022,1:00 PM,86,12,21,Fair / Windy
292,13/112022,2:00 PM,90,10,20,Fair
293,13/112022,3:00 PM,91,9,20,Fair
294,13/112022,4:00 PM,93,9,16,Fair
295,13/112022,5:00 PM,93,7,15,Fair
296,13/112022,6:00 PM,91,8,13,Fair
297,13/112022,7:00 PM,52,30,9,Fair
298,13/112022,8:00 PM,73,38,8,Fair
299,13/112022,9:00 PM,72,53,9,Fair
300,13/112022,10:00 PM,72,57,9,Fair
301,13/112022,11:00 PM,72,53,6,Fair
302,14/112022,12:00 AM,72,46,3,Fair
303,14/112022,1:00 AM,72,41,5,Fair
304,14/112022,2:00 AM,70,46,7,Fair
305,14/112022,3:00 AM,70,38,7,Fair
306,14/112022,5:00 AM,68,28,8,Fair
307,14/112022,6:00 AM,68,24,8,Fair
308,14/112022,7:00 AM,68,23,8,Fair
309,14/112022,8:00 AM,68,21,10,Fair
310,14/112022,9:00 AM,68,23,8,Fair
311,14/112022,10:00 AM,72,22,9,Fair
312,14/112022,11:00 AM,77,18,9,Fair
313,14/112022,12:00 PM,81,15,14,Fair
314,14/112022,1:00 PM,84,13,13,Fair
315,14/112022,2:00 PM,88,10,14,Fair
316,14/112022,3:00 PM,90,9,8,Fair
317,14/112022,4:00 PM,90,9,9,Fair
318,14/112022,5:00 PM,90,8,7,Fair
319,14/112022,6:00 PM,88,9,2,Fair
320,14/112022,7:00 PM,81,26,8,Fair
321,14/112022,8:00 PM,77,39,7,Fair
322,14/112022,9:00 PM,75,27,12,Fair
323,14/112022,10:00 PM,73,31,12,Fair
324,14/112022,11:00 PM,72,31,8,Fair
325,15/112022,12:00 AM,72,31,7,Fair
326,15/112022,1:00 AM,70,31,3,Fair
327,15/112022,2:00 AM,68,30,5,Fair
328,15/112022,3:00 AM,72,19,10,Fair
329,15/112022,4:00 AM,73,16,12,Fair
330,15/112022,5:00 AM,73,16,14,Fair
331,15/112022,6:00 AM,72,17,9,Fair
332,15/112022,7:00 AM,72,17,10,Fair
333,15/112022,8:00 AM,70,17,13,Fair
334,15/112022,9:00 AM,70,18,12,Fair
335,15/112022,10:00 AM,72,17,15,Fair
336,15/112022,11:00 AM,77,14,17,Fair
337,15/112022,12:00 PM,82,12,16,Fair
338,15/112022,1:00 PM,86,11,16,Fair
339,15/112022,2:00 PM,90,10,15,Fair
340,15/112022,3:00 PM,91,9,9,Fair
341,15/112022,4:00 PM,93,8,2,Fair
342,15/112022,6:00 PM,86,18,8,Fair
343,15/112022,8:00 PM,77,36,8,Fair
344,15/112022,9:00 PM,77,24,10,Fair
345,15/112022,10:00 PM,75,22,16,Fair
346,15/112022,11:00 PM,73,29,15,Fair
347,16/112022,12:00 AM,70,53,16,Fair
348,16/112022,1:00 AM,68,60,14,Fair
349,16/112022,2:00 AM,68,56,13,Fair
350,16/112022,3:00 AM,66,43,10,Fair
351,16/112022,4:00 AM,66,32,12,Fair
352,16/112022,5:00 AM,64,28,0,Fair
353,16/112022,6:00 AM,66,19,8,Fair
354,16/112022,7:00 AM,66,19,6,Fair
355,16/112022,8:00 AM,64,21,7,Fair
356,16/112022,9:00 AM,64,21,7,Fair
357,16/112022,10:00 AM,72,15,9,Fair
358,16/112022,11:00 AM,75,13,12,Fair
359,16/112022,12:00 PM,81,11,13,Fair
360,16/112022,1:00 PM,86,9,8,Fair
361,16/112022,2:00 PM,88,9,6,Fair
362,16/112022,3:00 PM,90,8,7,Fair
363,16/112022,4:00 PM,91,7,8,Fair
364,16/112022,5:00 PM,86,17,13,Fair
365,16/112022,6:00 PM,81,24,13,Fair
366,16/112022,7:00 PM,77,34,10,Fair
367,16/112022,8:00 PM,73,38,8,Fair
368,16/112022,9:00 PM,72,41,9,Fair
369,16/112022,10:00 PM,68,52,7,Fair
370,16/112022,11:00 PM,70,33,12,Fair
371,17/112022,12:00 AM,70,33,13,Fair
372,17/112022,2:00 AM,66,100,10,Fair
373,17/112022,3:00 AM,64,100,8,Fair
374,17/112022,4:00 AM,63,100,6,Fair
375,17/112022,5:00 AM,61,77,6,Fair
376,17/112022,6:00 AM,61,55,8,Fair
377,17/112022,7:00 AM,59,63,7,Fair
378,17/112022,8:00 AM,57,67,5,Fair
379,17/112022,9:00 AM,59,72,5,Partly Cloudy
380,17/112022,10:00 AM,66,46,6,Fair
381,17/112022,11:00 AM,73,23,7,Fair
382,17/112022,12:00 PM,75,27,7,Fair
383,17/112022,1:00 PM,81,20,8,Fair
384,17/112022,2:00 PM,82,23,10,Fair
385,17/112022,3:00 PM,84,19,10,Fair
386,17/112022,4:00 PM,82,39,12,Fair
387,17/112022,5:00 PM,82,45,12,Fair
388,17/112022,6:00 PM,82,21,15,Fair
389,17/112022,7:00 PM,75,57,13,Fair
390,17/112022,8:00 PM,70,88,15,Fair
391,17/112022,9:00 PM,68,100,18,Fair
392,17/112022,10:00 PM,64,100,16,Fair
393,17/112022,11:00 PM,64,100,16,Fair
394,18/112022,12:00 AM,63,100,12,Fair
395,18/112022,1:00 AM,64,100,12,Mostly Cloudy
396,18/112022,2:00 AM,64,100,12,Mostly Cloudy
397,18/112022,3:00 AM,66,100,13,Mostly Cloudy
398,18/112022,4:00 AM,64,100,8,Mostly Cloudy
399,18/112022,5:00 AM,63,100,8,Partly Cloudy
400,18/112022,6:00 AM,63,100,9,Partly Cloudy
401,18/112022,7:00 AM,61,100,6,Partly Cloudy
402,18/112022,7:30 AM,61,100,6,Fog
403,18/112022,8:00 AM,61,100,7,Fog
404,18/112022,9:00 AM,63,100,2,Partly Cloudy
405,18/112022,10:00 AM,64,100,8,Partly Cloudy
406,18/112022,11:00 AM,72,100,9,Partly Cloudy
407,18/112022,12:00 PM,73,100,15,Partly Cloudy
408,18/112022,1:00 PM,77,74,16,Partly Cloudy
409,18/112022,2:00 PM,77,65,20,Partly Cloudy
410,18/112022,3:00 PM,79,47,21,Partly Cloudy / Windy
411,18/112022,4:00 PM,79,47,23,Partly Cloudy / Windy
412,18/112022,5:00 PM,77,57,21,Partly Cloudy / Windy
413,18/112022,6:00 PM,75,65,20,Partly Cloudy
414,18/112022,7:00 PM,72,73,20,Partly Cloudy
415,18/112022,8:00 PM,70,83,18,Partly Cloudy
416,18/112022,9:00 PM,68,100,13,Partly Cloudy
417,18/112022,10:00 PM,68,100,10,Fair
418,19/112022,12:00 AM,66,100,9,Fair
419,19/112022,1:00 AM,66,100,9,Fair
420,19/112022,2:00 AM,66,100,16,Fair
421,19/112022,3:00 AM,66,100,17,Fair
422,19/112022,4:00 AM,66,100,17,Fair
423,19/112022,5:00 AM,66,100,17,Fair
424,19/112022,6:00 AM,66,100,20,Fair
425,19/112022,7:00 AM,66,94,18,Partly Cloudy
426,19/112022,8:00 AM,66,73,21,Mostly Cloudy / Windy
427,19/112022,9:00 AM,68,73,18,Mostly Cloudy
428,19/112022,9:39 AM,68,68,24,Sand / Windy
429,19/112022,10:00 AM,70,64,29,Sand / Windy
430,19/112022,11:00 AM,72,60,32,Sand / Windy
431,19/112022,11:11 AM,70,68,29,Sandstorm / Windy
432,19/112022,12:00 PM,72,60,29,Sand / Windy
433,19/112022,12:39 PM,72,60,31,Sandstorm / Windy
434,19/112022,1:00 PM,72,57,30,Sandstorm / Windy
435,19/112022,2:00 PM,73,57,26,Heavy Sandstorm / Windy
436,19/112022,3:00 PM,73,53,30,Sand / Windy
437,19/112022,4:00 PM,75,50,28,Sand / Windy
438,19/112022,5:00 PM,73,50,29,Sand / Windy
439,19/112022,6:00 PM,72,53,30,Sand / Windy
440,19/112022,6:20 PM,72,57,29,Sandstorm / Windy
441,19/112022,6:50 PM,70,60,28,Sand / Windy
442,20/112022,12:00 AM,64,100,15,Fair
443,20/112022,1:00 AM,64,100,18,Fair
444,20/112022,2:00 AM,64,100,21,Fair / Windy
445,20/112022,3:00 AM,64,100,23,Fair / Windy
446,20/112022,4:00 AM,64,100,22,Fair / Windy
447,20/112022,5:00 AM,64,100,17,Fair
448,20/112022,6:00 AM,63,100,14,Fair
449,20/112022,7:00 AM,63,100,13,Fair
450,20/112022,8:00 AM,63,100,14,Fair
451,20/112022,9:00 AM,63,100,8,Fair
452,20/112022,10:00 AM,66,100,10,Fair
453,20/112022,11:00 AM,70,73,28,Fair / Windy
454,20/112022,12:00 PM,73,61,23,Fair / Windy
455,20/112022,1:00 PM,75,53,23,Fair / Windy
456,20/112022,2:00 PM,77,50,21,Fair / Windy
457,20/112022,3:00 PM,77,47,18,Fair
458,20/112022,4:00 PM,79,44,17,Fair
459,20/112022,5:00 PM,77,47,17,Fair
460,20/112022,6:00 PM,75,53,18,Fair
461,20/112022,8:00 PM,68,78,15,Fair
462,20/112022,9:00 PM,66,100,15,Fair
463,20/112022,10:00 PM,64,100,18,Fair
464,20/112022,11:00 PM,64,100,20,Fair
465,21/112022,12:00 AM,64,100,17,Fair
466,21/112022,1:00 AM,63,100,14,Fair
467,21/112022,2:00 AM,63,100,12,Fair
468,21/112022,3:00 AM,61,100,8,Fair
469,21/112022,4:00 AM,61,100,7,Fair
470,21/112022,5:00 AM,61,100,12,Mostly Cloudy
471,21/112022,6:00 AM,61,100,13,Fog
472,21/112022,7:00 AM,63,100,13,Fog
473,21/112022,8:00 AM,63,100,18,Fog
474,21/112022,8:35 AM,63,100,16,Fog
475,21/112022,9:00 AM,63,100,17,Cloudy
476,21/112022,9:35 AM,63,100,16,Fog
477,21/112022,10:00 AM,66,100,21,Mostly Cloudy / Windy
478,21/112022,11:00 AM,70,100,18,Partly Cloudy
479,21/112022,12:00 PM,73,100,18,Fair
480,21/112022,1:00 PM,75,61,20,Fair
481,21/112022,2:00 PM,79,47,16,Fair
482,21/112022,3:00 PM,82,39,14,Fair
483,21/112022,4:00 PM,82,39,17,Fair
484,21/112022,5:00 PM,81,42,17,Fair
485,21/112022,6:00 PM,79,47,16,Fair
486,21/112022,7:00 PM,72,64,21,Fair / Windy
487,21/112022,8:00 PM,68,94,21,Fair / Windy
488,21/112022,9:00 PM,66,100,22,Fair / Windy
489,22/112022,12:00 AM,64,100,20,Fair
490,22/112022,1:00 AM,63,100,20,Fair
491,22/112022,2:00 AM,63,100,21,Fair / Windy
492,22/112022,3:00 AM,63,100,17,Fair
493,22/112022,4:00 AM,61,100,13,Fair
494,22/112022,5:00 AM,61,100,10,Fair
495,22/112022,6:00 AM,61,100,9,Fair
496,22/112022,6:15 AM,61,100,8,Fog
497,22/112022,6:35 AM,61,100,12,Fog
498,22/112022,7:00 AM,61,100,15,Fog
499,22/112022,8:00 AM,61,100,9,Fog
500,22/112022,9:00 AM,61,100,9,Fog
501,22/112022,10:00 AM,61,100,9,Fog
502,22/112022,10:10 AM,61,100,9,Fog
503,22/112022,10:20 AM,63,100,10,Mostly Cloudy
504,22/112022,10:45 AM,66,100,9,Partly Cloudy
505,22/112022,11:00 AM,66,100,12,Fair
506,22/112022,1:00 PM,73,73,15,Fair
507,22/112022,2:00 PM,75,61,13,Fair
508,22/112022,3:00 PM,77,54,14,Fair
509,22/112022,4:00 PM,77,50,15,Fair
510,22/112022,5:00 PM,77,50,16,Fair
511,22/112022,6:00 PM,73,61,21,Fair / Windy
512,22/112022,7:00 PM,70,73,22,Fair / Windy
513,23/112022,12:00 AM,64,100,13,Fair
514,23/112022,1:00 AM,61,100,6,Fair
515,23/112022,2:00 AM,63,100,9,Fair
516,23/112022,3:00 AM,61,100,3,Fair
517,23/112022,4:00 AM,61,100,2,Partly Cloudy
518,23/112022,5:00 AM,61,100,7,Partly Cloudy
519,23/112022,6:00 AM,59,100,2,Partly Cloudy
520,23/112022,7:00 AM,59,100,2,Partly Cloudy
521,23/112022,8:00 AM,57,100,5,Partly Cloudy
522,23/112022,8:08 AM,57,100,5,Partly Cloudy
523,23/112022,9:00 AM,59,100,2,Mostly Cloudy
524,23/112022,10:00 AM,63,100,1,Mostly Cloudy
525,23/112022,11:00 AM,68,100,8,Mostly Cloudy
526,23/112022,12:00 PM,72,100,10,Mostly Cloudy
527,23/112022,1:00 PM,75,65,12,Mostly Cloudy
528,23/112022,2:00 PM,77,57,15,Partly Cloudy
529,23/112022,3:00 PM,77,50,15,Partly Cloudy
530,23/112022,4:00 PM,77,54,15,Mostly Cloudy
531,23/112022,5:00 PM,75,57,15,Mostly Cloudy
532,23/112022,6:00 PM,73,61,16,Fair
533,23/112022,7:00 PM,72,64,16,Fair
534,23/112022,8:00 PM,70,73,13,Fair
535,23/112022,9:00 PM,68,78,12,Fair
536,23/112022,10:00 PM,66,88,10,Fair
537,24/112022,12:00 AM,64,100,8,Fair
538,24/112022,1:00 AM,63,100,7,Fair
539,24/112022,2:00 AM,63,100,6,Fair
540,24/112022,3:00 AM,63,100,6,Fair
541,24/112022,4:00 AM,63,100,8,Fair
542,24/112022,5:00 AM,63,100,7,Fair
543,24/112022,6:00 AM,61,100,7,Fair
544,24/112022,7:00 AM,61,100,8,Fair
545,24/112022,8:00 AM,61,100,9,Fair
546,24/112022,9:00 AM,61,100,7,Fair
547,24/112022,10:00 AM,63,100,9,Partly Cloudy
548,24/112022,10:16 AM,63,100,9,Fog
549,24/112022,11:00 AM,64,100,7,Partly Cloudy
550,24/112022,12:00 PM,70,100,5,Partly Cloudy
551,24/112022,1:00 PM,75,50,5,Fair
552,24/112022,2:00 PM,81,28,6,Fair
553,24/112022,3:00 PM,82,17,3,Partly Cloudy
