,date,time,temp,hum,wind,condition
0,1/122022,12:00 AM,61,100,10,Fair
1,1/122022,1:00 AM,61,100,10,Fair
2,1/122022,2:00 AM,59,100,8,Fair
3,1/122022,4:00 AM,59,100,7,Fair
4,1/122022,5:00 AM,59,100,7,Fair
5,1/122022,6:00 AM,57,100,6,Fair
6,1/122022,7:00 AM,55,100,3,Fair
7,1/122022,8:00 AM,54,100,6,Fair
8,1/122022,9:00 AM,54,100,6,Fair
9,1/122022,10:00 AM,59,100,5,Fair
10,1/122022,11:00 AM,64,100,3,Fair
11,1/122022,12:00 PM,70,83,3,Fair
12,1/122022,1:00 PM,72,57,6,Partly Cloudy
13,1/122022,2:00 PM,72,57,6,Mostly Cloudy
14,1/122022,3:00 PM,72,53,14,Mostly Cloudy
15,1/122022,4:00 PM,72,53,15,Mostly Cloudy
16,1/122022,5:00 PM,70,64,15,Mostly Cloudy
17,1/122022,6:00 PM,70,68,12,Partly Cloudy
18,1/122022,7:00 PM,66,88,9,Fair
19,1/122022,8:00 PM,64,100,5,Fair
20,1/122022,9:00 PM,63,100,5,Fair
21,1/122022,10:00 PM,63,100,1,Fair
22,1/122022,11:00 PM,61,100,7,Fair
23,2/122022,12:00 AM,61,100,7,Partly Cloudy
24,2/122022,1:00 AM,61,100,7,Partly Cloudy
25,2/122022,2:00 AM,61,100,7,Partly Cloudy
26,2/122022,3:00 AM,61,100,6,Mostly Cloudy
27,2/122022,4:00 AM,63,100,3,Mostly Cloudy
28,2/122022,5:00 AM,63,100,5,Mostly Cloudy
29,2/122022,6:00 AM,63,100,5,Mostly Cloudy
30,2/122022,7:00 AM,61,100,5,Mostly Cloudy
31,2/122022,8:00 AM,61,100,5,Partly Cloudy
32,2/122022,9:00 AM,61,100,2,Partly Cloudy
33,2/122022,10:00 AM,63,100,3,Partly Cloudy
34,2/122022,10:25 AM,66,100,5,Rain
35,2/122022,11:00 AM,66,100,3,Partly Cloudy
36,2/122022,12:00 PM,70,100,7,Partly Cloudy
37,2/122022,1:00 PM,73,69,12,Partly Cloudy
38,2/122022,2:00 PM,72,69,13,Mostly Cloudy
39,2/122022,3:00 PM,72,69,7,Mostly Cloudy
40,2/122022,4:00 PM,72,69,15,Partly Cloudy
41,2/122022,5:00 PM,72,69,13,Partly Cloudy
42,2/122022,6:00 PM,70,83,13,Partly Cloudy
43,2/122022,7:00 PM,68,100,13,Partly Cloudy
44,2/122022,8:00 PM,68,100,8,Partly Cloudy
45,2/122022,9:00 PM,66,100,8,Mostly Cloudy
46,2/122022,10:00 PM,64,100,8,Mostly Cloudy
47,3/122022,12:00 AM,63,100,1,Partly Cloudy
48,3/122022,1:00 AM,59,100,3,Partly Cloudy
49,3/122022,2:00 AM,61,100,3,Partly Cloudy
50,3/122022,3:00 AM,59,100,3,Partly Cloudy
51,3/122022,5:00 AM,57,100,3,Partly Cloudy
52,3/122022,6:00 AM,57,100,3,Partly Cloudy
53,3/122022,7:00 AM,55,100,3,Partly Cloudy
54,3/122022,8:00 AM,57,100,7,Mostly Cloudy
55,3/122022,9:00 AM,61,100,5,Partly Cloudy
56,3/122022,10:00 AM,63,100,6,Partly Cloudy
57,3/122022,11:00 AM,68,100,7,Fair
58,3/122022,12:00 PM,70,100,3,Mostly Cloudy
59,3/122022,1:00 PM,72,100,7,Mostly Cloudy
60,3/122022,2:00 PM,73,65,9,Mostly Cloudy
61,3/122022,3:00 PM,73,65,10,Mostly Cloudy
62,3/122022,4:00 PM,73,61,10,Mostly Cloudy
63,3/122022,5:00 PM,72,73,10,Partly Cloudy
64,3/122022,6:00 PM,72,73,10,Partly Cloudy
65,3/122022,7:00 PM,68,100,10,Partly Cloudy
66,3/122022,8:00 PM,66,100,8,Partly Cloudy
67,3/122022,9:00 PM,64,100,5,Fair
68,3/122022,10:00 PM,63,100,1,Fair
69,3/122022,11:00 PM,61,100,6,Fair
70,4/122022,12:00 AM,61,100,7,Fair
71,4/122022,1:00 AM,61,100,6,Fair
72,4/122022,2:00 AM,57,100,6,Partly Cloudy
73,4/122022,3:00 AM,59,100,7,Fair
74,4/122022,4:00 AM,57,100,6,Partly Cloudy
75,4/122022,5:00 AM,57,100,5,Fair
76,4/122022,6:00 AM,55,100,8,Fair
77,4/122022,7:00 AM,55,100,8,Fair
78,4/122022,8:00 AM,55,100,7,Fair
79,4/122022,9:00 AM,55,100,9,Partly Cloudy
80,4/122022,10:00 AM,61,100,9,Partly Cloudy
81,4/122022,11:00 AM,66,100,12,Partly Cloudy
82,4/122022,12:00 PM,72,60,14,Partly Cloudy
83,4/122022,1:00 PM,73,53,14,Partly Cloudy
84,4/122022,2:00 PM,73,57,16,Partly Cloudy
85,4/122022,3:00 PM,73,61,17,Partly Cloudy
86,4/122022,4:00 PM,75,53,16,Partly Cloudy
87,4/122022,5:00 PM,73,57,14,Partly Cloudy
88,4/122022,6:00 PM,72,60,15,Partly Cloudy
89,4/122022,7:00 PM,68,83,12,Partly Cloudy
90,4/122022,8:00 PM,66,100,7,Partly Cloudy
91,4/122022,9:00 PM,64,100,6,Fair
92,4/122022,10:00 PM,63,100,7,Fair
