,date,time,temp,hum,wind,condition
0,1/62022,12:00 AM,68,100,8,Fair
1,1/62022,1:00 AM,68,100,5,Fair
2,1/62022,2:00 AM,66,100,8,Fair
3,1/62022,3:00 AM,66,100,3,Fair
4,1/62022,4:00 AM,66,100,3,Fair
5,1/62022,5:00 AM,64,100,5,Fair
6,1/62022,6:00 AM,64,100,5,Partly Cloudy
7,1/62022,7:00 AM,64,100,6,Fog
8,1/62022,8:00 AM,64,100,3,Fog
9,1/62022,8:13 AM,64,100,2,Fog
10,1/62022,9:00 AM,66,100,3,Fog
11,1/62022,10:00 AM,72,100,6,Mostly Cloudy
12,1/62022,11:00 AM,73,94,7,Mostly Cloudy
13,1/62022,12:00 PM,75,89,7,Partly Cloudy
14,1/62022,1:00 PM,79,69,7,Partly Cloudy
15,1/62022,2:00 PM,81,51,8,Mostly Cloudy
16,1/62022,3:00 PM,81,54,12,Fair
17,1/62022,4:00 PM,82,48,10,Fair
18,1/62022,5:00 PM,82,48,15,Fair
19,1/62022,6:00 PM,82,48,15,Fair
20,1/62022,7:00 PM,79,54,15,Fair
21,1/62022,8:00 PM,77,57,17,Fair
22,1/62022,9:00 PM,73,69,14,Fair
23,1/62022,10:00 PM,73,69,12,Fair
24,2/62022,12:00 AM,72,94,9,Fair
25,2/62022,1:00 AM,72,100,8,Fair
26,2/62022,2:00 AM,72,83,12,Fair
27,2/62022,3:00 AM,70,88,15,Fair
28,2/62022,4:00 AM,70,100,10,Fair
29,2/62022,5:00 AM,70,100,13,Partly Cloudy
30,2/62022,6:00 AM,70,100,13,Partly Cloudy
31,2/62022,7:00 AM,70,100,15,Mostly Cloudy
32,2/62022,8:00 AM,70,100,18,Fair
33,2/62022,9:00 AM,72,94,16,Fair
34,2/62022,10:00 AM,73,83,17,Partly Cloudy
35,2/62022,11:00 AM,77,57,16,Partly Cloudy
36,2/62022,12:00 PM,79,51,14,Partly Cloudy
37,2/62022,1:00 PM,82,39,14,Partly Cloudy
38,2/62022,2:00 PM,82,42,20,Partly Cloudy
39,2/62022,3:00 PM,82,39,21,Partly Cloudy / Windy
40,2/62022,4:00 PM,82,39,20,Partly Cloudy
41,2/62022,5:00 PM,82,35,18,Partly Cloudy
42,2/62022,6:00 PM,81,34,20,Partly Cloudy
43,2/62022,7:00 PM,79,39,18,Partly Cloudy
44,2/62022,8:00 PM,0,0,18,Partly Cloudy
45,2/62022,9:00 PM,73,57,17,Partly Cloudy
46,2/62022,10:00 PM,72,57,17,Fair
47,2/62022,11:00 PM,70,73,15,Fair
48,3/62022,12:00 AM,70,78,15,Fair
49,3/62022,1:00 AM,68,94,14,Fair
50,3/62022,2:00 AM,68,94,13,Fair
51,3/62022,3:00 AM,66,100,12,Fair
52,3/62022,4:00 AM,66,100,10,Fair
53,3/62022,5:00 AM,64,100,9,Fair
54,3/62022,6:00 AM,64,100,8,Fair
55,3/62022,7:00 AM,64,100,9,Fair
56,3/62022,8:00 AM,64,100,8,Fair
57,3/62022,9:00 AM,64,100,8,Fair
58,3/62022,10:00 AM,73,78,15,Mostly Cloudy
59,3/62022,11:00 AM,73,65,15,Mostly Cloudy
60,3/62022,12:00 PM,77,47,15,Partly Cloudy
61,3/62022,1:00 PM,79,47,18,Partly Cloudy
62,3/62022,2:00 PM,79,44,18,Fair
63,3/62022,3:00 PM,79,47,22,Fair / Windy
64,3/62022,4:00 PM,79,47,23,Fair / Windy
65,3/62022,5:00 PM,79,42,21,Fair / Windy
66,3/62022,6:00 PM,79,42,21,Fair / Windy
67,3/62022,7:00 PM,77,44,21,Fair / Windy
68,3/62022,8:00 PM,75,50,20,Fair
69,3/62022,9:00 PM,72,60,18,Fair
70,3/62022,10:00 PM,70,83,16,Fair
71,3/62022,11:00 PM,68,88,16,Fair
72,4/62022,12:00 AM,68,94,16,Fair
73,4/62022,1:00 AM,66,100,14,Fair
74,4/62022,2:00 AM,84,100,13,Fair
75,4/62022,3:00 AM,64,100,10,Fair
76,4/62022,4:00 AM,64,100,10,Fair
77,4/62022,5:00 AM,64,100,10,Fair
78,4/62022,6:00 AM,63,100,10,Fair
79,4/62022,7:00 AM,63,100,10,Partly Cloudy
80,4/62022,8:00 AM,64,100,9,Partly Cloudy
81,4/62022,9:00 AM,68,94,17,Mostly Cloudy
82,4/62022,11:00 AM,75,57,18,Mostly Cloudy
83,4/62022,12:00 PM,75,57,20,Fair
84,4/62022,1:00 PM,79,42,18,Fair
85,4/62022,2:00 PM,81,39,20,Fair
86,4/62022,3:00 PM,82,39,20,Fair
87,4/62022,4:00 PM,81,45,22,Fair / Windy
88,4/62022,5:00 PM,81,42,22,Fair / Windy
89,4/62022,6:00 PM,79,47,24,Fair / Windy
90,4/62022,7:00 PM,77,47,23,Fair / Windy
91,4/62022,8:00 PM,73,57,24,Fair / Windy
92,4/62022,9:00 PM,73,57,21,Fair / Windy
93,4/62022,10:00 PM,68,83,20,Fair
94,4/62022,11:00 PM,68,83,16,Fair
95,5/62022,12:00 AM,66,94,17,Mostly Cloudy
96,5/62022,1:00 AM,68,88,17,Mostly Cloudy
97,5/62022,2:00 AM,66,0,15,Partly Cloudy
98,5/62022,3:00 AM,64,0,12,Fair
99,5/62022,4:00 AM,64,100,12,Fair
100,5/62022,5:00 AM,64,100,9,Fair
101,5/62022,6:00 AM,64,100,9,Fair
102,5/62022,7:00 AM,63,100,9,Partly Cloudy
103,5/62022,8:00 AM,64,100,12,Mostly Cloudy
104,5/62022,9:00 AM,70,83,22,Mostly Cloudy / Windy
105,5/62022,10:00 AM,72,83,23,Mostly Cloudy / Windy
106,5/62022,11:00 AM,73,69,24,Mostly Cloudy / Windy
107,5/62022,12:00 PM,79,51,22,Fair / Windy
108,5/62022,1:00 PM,79,51,22,Fair / Windy
109,5/62022,2:00 PM,82,42,24,Fair / Windy
110,5/62022,3:00 PM,81,45,23,Fair / Windy
111,5/62022,4:00 PM,81,48,23,Fair / Windy
112,5/62022,5:00 PM,81,48,26,Fair / Windy
113,5/62022,6:00 PM,79,54,24,Fair / Windy
114,5/62022,7:00 PM,77,57,25,Fair / Windy
115,5/62022,8:00 PM,73,69,25,Fair / Windy
116,5/62022,9:00 PM,72,73,22,Partly Cloudy / Windy
117,5/62022,10:00 PM,70,83,22,Fair / Windy
118,5/62022,11:00 PM,68,94,23,Partly Cloudy / Windy
119,6/62022,12:00 AM,68,100,18,Partly Cloudy
120,6/62022,1:00 AM,68,100,20,Partly Cloudy
121,6/62022,2:00 AM,68,100,20,Mostly Cloudy
122,6/62022,3:00 AM,68,100,22,Mostly Cloudy / Windy
123,6/62022,4:00 AM,68,100,22,Mostly Cloudy / Windy
124,6/62022,6:00 AM,66,100,22,Mostly Cloudy / Windy
125,6/62022,7:00 AM,66,100,21,Mostly Cloudy / Windy
126,6/62022,8:00 AM,68,100,17,Mostly Cloudy
127,6/62022,9:00 AM,70,94,26,Mostly Cloudy / Windy
128,6/62022,10:00 AM,72,83,26,Mostly Cloudy / Windy
129,6/62022,11:00 AM,75,73,23,Fair / Windy
130,6/62022,12:00 PM,77,57,25,Fair / Windy
131,6/62022,1:00 PM,79,54,24,Fair / Windy
132,6/62022,2:00 PM,81,48,26,Fair / Windy
133,6/62022,3:00 PM,82,45,25,Fair / Windy
134,6/62022,4:00 PM,82,45,23,Fair / Windy
135,6/62022,5:00 PM,81,51,22,Fair / Windy
136,6/62022,6:00 PM,79,54,26,Fair / Windy
137,6/62022,7:00 PM,75,65,26,Fair / Windy
138,6/62022,8:00 PM,73,69,26,Fair / Windy
139,6/62022,9:00 PM,70,83,25,Fair / Windy
140,6/62022,10:00 PM,70,88,22,Mostly Cloudy / Windy
141,6/62022,11:00 PM,68,94,25,Mostly Cloudy / Windy
142,7/62022,12:00 AM,68,100,26,Partly Cloudy / Windy
143,7/62022,1:00 AM,68,100,29,Partly Cloudy / Windy
144,7/62022,2:00 AM,68,100,23,Mostly Cloudy / Windy
145,7/62022,3:00 AM,68,100,24,Fair / Windy
